fname,detected,yolo_conf,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
1086.png,True,0.5802,0,44,255,230,212,256,224,256,0.8649,0.7866,0.9838,0.9215,0.974,44.64,595.32,1848.52,0.9921,0.9843,0.7121,0.5529,0.7251,0.5688,0.7604,0.6134,1.0,1.0,1.0,1.0
545.png,True,0.7526,0,109,255,167,66,256,96,256,0.9347,0.8845,0.9327,0.9752,0.9862,70.41,317.1,997.16,0.9555,0.9147,0.8791,0.7843,1.0,1.0,0.8146,0.6872,0.9588,0.9209,1.0,1.0
1488.png,True,0.5592,0,104,256,177,83,256,96,256,0.8579,0.8109,0.9802,0.8567,0.9799,69.11,316.79,1014.69,0.9896,0.9794,0.8022,0.6698,1.0,1.0,1.0,1.0,0.3556,0.2162,1.0,1.0
2325.png,True,0.5948,0,127,254,200,83,256,96,256,0.841,0.7411,0.9497,0.9032,0.9836,44.68,219.71,1445.23,0.9751,0.9514,0.7816,0.6415,0.7796,0.6388,0.7216,0.5645,0.7883,0.6506,1.0,1.0
853.png,True,0.6101,1,93,256,159,76,256,96,256,0.8793,0.7931,0.9307,0.9414,0.9844,44.44,220.2,1133.11,0.9626,0.9279,0.8349,0.7166,0.7937,0.658,1.0,1.0,0.822,0.6978,0.8627,0.7586
2684.png,True,0.6701,0,70,254,138,78,256,96,256,0.911,0.8512,0.9721,0.9627,0.9862,45.94,218.54,1594.04,0.9851,0.9706,0.7171,0.559,1.0,1.0,0.8702,0.7702,0.8934,0.8073,1.0,1.0
666.png,True,0.5764,0,76,252,190,130,256,160,256,0.7265,0.6684,0.9456,0.9202,0.9702,45.62,350.15,1614.85,0.9728,0.947,0.6514,0.483,0.7346,0.5806,1.0,1.0,0.0,0.0,1.0,1.0
58.png,True,0.6801,0,84,254,187,117,256,128,256,0.9266,0.8726,0.9719,0.9884,0.9941,58.07,284.14,1780.08,0.984,0.9686,0.7983,0.6644,1.0,1.0,0.8529,0.7435,0.9242,0.859,1.0,1.0
1388.png,True,0.5495,0,35,255,161,144,256,160,256,0.5078,0.4496,0.8585,0.9585,0.963,46.85,753.99,1479.13,0.9232,0.8573,0.769,0.6247,0.0,0.0,0.3544,0.2154,0.0,0.0,1.0,1.0
848.png,True,0.5788,0,100,255,157,65,256,96,256,0.8169,0.7203,0.9073,0.8711,0.9718,48.71,236.83,1335.03,0.9442,0.8942,0.9024,0.8221,0.8262,0.7039,1.0,1.0,0.7131,0.5541,0.5157,0.3474
2913.png,True,0.4291,0,100,253,168,78,256,96,256,0.8254,0.7383,0.9325,0.9454,0.9818,75.74,344.69,1182.85,0.962,0.9268,0.682,0.5175,0.7432,0.5913,0.5653,0.394,1.0,1.0,1.0,1.0
2692.png,True,0.6651,0,112,256,182,80,256,96,256,0.9008,0.8266,0.9735,0.9669,0.9872,103.84,435.46,81918.79,0.9857,0.9718,0.8347,0.7164,0.892,0.805,0.8428,0.7283,1.0,1.0,0.8493,0.7381
2934.png,True,0.8582,0,69,255,178,125,256,128,256,0.8519,0.7625,0.9562,0.9009,0.9869,50.71,309.26,590.92,0.972,0.9454,0.7689,0.6245,0.6528,0.4845,1.0,1.0,0.934,0.8762,0.7837,0.6444
2317.png,True,0.6136,0,129,256,198,79,256,96,256,0.8164,0.7201,0.9492,0.8119,0.9687,46.57,244.83,774.37,0.9707,0.943,0.8343,0.7158,0.5848,0.4132,0.8884,0.7991,0.6203,0.4495,1.0,1.0
889.png,True,0.4309,1,91,256,136,51,256,64,256,0.8046,0.7095,0.9363,0.8106,0.9772,45.16,163.79,654.61,0.9699,0.9416,0.8706,0.7709,0.7439,0.5922,0.802,0.6695,0.4413,0.2831,1.0,1.0
634.png,True,0.6741,0,111,255,178,77,256,96,256,0.6678,0.5674,0.8853,0.8333,0.953,56.54,230.64,804.65,0.9359,0.8795,0.4794,0.3153,0.8335,0.7146,0.5484,0.3778,0.2098,0.1172,1.0,1.0
458.png,True,0.5604,0,39,256,124,97,256,128,256,0.9034,0.8566,0.9837,0.985,0.9872,45.32,374.18,898.44,0.9915,0.9832,0.8675,0.766,1.0,1.0,0.5616,0.3904,1.0,1.0,1.0,1.0
2449.png,True,0.5922,0,99,254,171,82,256,96,256,0.8605,0.7679,0.9651,0.9462,0.9912,46.27,227.55,511.12,0.9818,0.9642,0.7816,0.6414,0.7611,0.6143,0.8201,0.6951,0.8184,0.6926,1.0,1.0
276.png,True,0.5868,0,77,256,131,62,256,64,256,0.8469,0.7839,0.9634,0.8641,0.9773,48.55,174.48,431.94,0.9796,0.96,0.8385,0.7219,1.0,1.0,0.8783,0.783,0.3852,0.2386,1.0,1.0
1871.png,True,0.3012,0,145,252,188,49,256,64,256,0.755,0.7037,0.9364,0.7618,0.9674,46.21,161.7,402.94,0.964,0.9305,1.0,1.0,0.8294,0.7086,0.7368,0.5833,0.0,0.0,1.0,1.0
2087.png,True,0.8026,0,55,256,160,119,256,128,256,0.7315,0.6669,0.9253,0.9604,0.983,46.38,288.73,535.68,0.9558,0.9153,0.7497,0.5996,0.0,0.0,1.0,1.0,0.954,0.9121,0.7295,0.5742
2419.png,True,0.5223,0,105,254,169,72,256,96,256,0.8956,0.8288,0.9688,0.9712,0.9873,46.87,227.97,608.59,0.9832,0.967,0.8332,0.714,1.0,1.0,0.692,0.529,0.8654,0.7628,1.0,1.0
1663.png,True,0.5317,0,98,256,158,68,256,96,256,0.8987,0.8438,0.9746,0.9054,0.9612,45.58,238.45,531.66,0.9866,0.9736,0.76,0.6129,1.0,1.0,1.0,1.0,0.6453,0.4764,1.0,1.0
885.png,True,0.4703,0,92,256,140,54,256,64,256,0.9054,0.8422,0.9515,0.9193,0.9812,48.29,165.9,672.6,0.9703,0.9423,0.8368,0.7194,1.0,1.0,0.9101,0.8351,0.7151,0.5565,1.0,1.0
1745.png,True,0.6185,0,107,254,179,82,256,96,256,0.892,0.8138,0.9474,0.9347,0.9838,45.17,229.84,800.23,0.97,0.9417,0.8212,0.6966,0.8724,0.7736,1.0,1.0,0.9075,0.8306,0.7809,0.6405
971.png,True,0.5433,0,123,254,188,75,256,96,256,0.9079,0.8473,0.9776,0.9367,0.9885,47.35,229.15,785.92,0.9878,0.9759,0.8863,0.7958,1.0,1.0,0.8685,0.7675,0.7049,0.5443,1.0,1.0
589.png,True,0.5617,0,92,255,189,111,256,128,256,0.9053,0.8526,0.9872,0.9534,0.982,48.06,288.36,654.96,0.9934,0.987,0.7719,0.6285,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,1.0
2947.png,True,0.5972,0,86,255,195,125,256,128,256,0.8272,0.7363,0.9616,0.9346,0.9866,69.72,445.61,801.97,0.9792,0.9593,0.7835,0.6441,0.8794,0.7847,0.8208,0.6961,1.0,1.0,0.5,0.3333
185.png,True,0.5998,0,47,253,119,82,256,96,256,0.8113,0.6936,0.967,0.8977,0.9833,70.66,324.11,878.64,0.9823,0.9652,0.7431,0.5912,0.829,0.708,0.68,0.5152,0.8434,0.7292,0.7901,0.6531
2764.png,True,0.6989,0,82,255,167,97,256,128,256,0.7349,0.6779,0.9634,0.9338,0.9884,89.09,458.2,921.66,0.979,0.9588,0.6406,0.4712,0.0,0.0,0.8181,0.6922,0.972,0.9455,1.0,1.0
2841.png,True,0.6161,0,92,255,150,66,256,96,256,0.5362,0.4796,0.9152,0.7478,0.9607,69.76,343.47,704.99,0.9755,0.9523,0.0,0.0,0.1843,0.1015,0.8124,0.6841,0.245,0.1396,1.0,1.0
2617.png,True,0.6674,0,137,256,218,93,256,96,256,0.6401,0.5411,0.953,0.7106,0.9841,79.07,350.07,900.43,0.9766,0.9542,0.6368,0.4672,0.6997,0.5381,0.9186,0.8495,0.0,0.0,0.6087,0.4375
641.png,True,0.5314,0,102,256,169,77,256,96,256,0.3987,0.3695,0.9547,0.6439,0.9535,77.0,332.52,974.12,0.9769,0.9549,0.4154,0.2621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2360.png,True,0.6943,0,110,255,213,117,256,128,256,0.8216,0.7649,0.9762,0.8533,0.9878,77.2,429.82,739.07,0.9869,0.9741,0.7273,0.5714,1.0,1.0,0.9375,0.8824,0.2782,0.1616,1.0,1.0
2694.png,True,0.6284,0,119,256,182,71,256,96,256,0.8837,0.8016,0.9621,0.9599,0.9868,71.83,343.84,612.57,0.9781,0.9571,0.8009,0.668,0.9013,0.8203,0.8184,0.6926,1.0,1.0,0.8034,0.6714
551.png,True,0.7699,0,109,254,169,68,256,96,256,0.9534,0.9163,0.9651,0.9643,0.9914,72.92,340.82,594.34,0.9751,0.9513,0.8328,0.7135,1.0,1.0,0.944,0.894,0.9686,0.9391,1.0,1.0
1162.png,True,0.5334,0,112,255,215,117,256,128,256,0.8972,0.8289,0.9873,0.9723,0.9873,51.04,303.9,570.99,0.9935,0.9871,0.817,0.6906,0.7847,0.6457,0.7879,0.65,1.0,1.0,1.0,1.0
1640.png,True,0.6364,0,101,255,163,70,256,96,256,0.7298,0.658,0.9117,0.9253,0.9731,44.8,222.89,505.77,0.9447,0.8951,0.77,0.626,0.0,0.0,0.8016,0.6688,0.8623,0.758,1.0,1.0
74.png,True,0.5363,0,47,256,116,79,256,96,256,0.7525,0.7033,0.9834,0.8192,0.9898,45.86,240.63,471.24,0.9914,0.983,0.8166,0.6901,1.0,1.0,0.0,0.0,0.7071,0.5469,1.0,1.0
6.png,True,0.6638,0,0,254,129,138,256,160,256,0.8588,0.7887,0.9799,0.9602,0.9882,46.15,349.84,595.34,0.99,0.9801,0.5818,0.4102,0.6667,0.5,1.0,1.0,0.9141,0.8418,1.0,1.0
344.png,True,0.4866,0,30,256,120,102,256,128,256,0.8348,0.8084,0.9741,0.9791,0.9862,61.58,288.37,567.0,0.9861,0.9725,0.1285,0.0687,0.8944,0.8089,1.0,1.0,1.0,1.0,1.0,1.0
760.png,True,0.5013,0,93,254,171,88,256,96,256,0.7464,0.6941,0.9755,0.8149,0.9895,45.98,231.28,587.94,0.9873,0.9749,0.7678,0.6231,1.0,1.0,0.7232,0.5664,0.0,0.0,1.0,1.0
278.png,True,0.5234,0,85,254,127,48,256,64,256,0.9417,0.9009,0.9768,0.9797,0.9889,46.56,159.93,564.87,0.9873,0.9749,0.8851,0.7939,1.0,1.0,0.7778,0.6364,1.0,1.0,1.0,1.0
532.png,True,0.578,0,86,255,173,99,256,128,256,0.9013,0.8463,0.9778,0.9574,0.9658,48.49,303.73,671.53,0.9886,0.9775,0.6929,0.5301,1.0,1.0,0.7263,0.5702,1.0,1.0,1.0,1.0
871.png,True,0.4006,0,95,255,145,58,256,64,256,0.5041,0.4325,0.9485,0.7816,0.9647,45.15,158.13,457.11,0.9712,0.9439,0.8286,0.7074,0.0,0.0,0.0,0.0,0.812,0.6835,0.4129,0.2602
2081.png,True,0.6983,0,65,256,181,132,256,160,256,0.8074,0.7303,0.949,0.8535,0.9869,46.08,366.88,642.53,0.9721,0.9457,0.2922,0.1711,0.8757,0.7789,0.8766,0.7804,1.0,1.0,0.8277,0.7061
468.png,True,0.474,0,6,256,183,195,256,224,256,0.7413,0.713,0.9814,0.9629,0.9695,46.48,478.78,778.05,0.9907,0.9816,0.4569,0.2961,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
873.png,True,0.5508,0,86,254,135,55,256,64,256,0.9787,0.9616,0.9813,0.989,0.989,45.32,156.0,687.86,0.9899,0.9799,0.8825,0.7898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289.png,True,0.5286,0,25,255,187,184,256,192,256,0.8155,0.7426,0.9836,0.9462,0.9796,58.58,411.55,863.85,0.9923,0.9848,0.6947,0.5322,0.8266,0.7044,0.3796,0.2342,1.0,1.0,1.0,1.0
2572.png,True,0.6291,0,48,255,158,126,256,128,256,0.9568,0.9232,0.9884,0.9856,0.9922,45.24,303.71,685.73,0.9939,0.9879,0.8605,0.7552,1.0,1.0,1.0,1.0,0.8864,0.796,1.0,1.0
1013.png,True,0.3183,0,90,256,189,113,256,128,256,0.7533,0.7052,0.9829,0.9559,0.9697,46.48,289.31,537.15,0.9912,0.9826,0.0,0.0,0.6899,0.5266,1.0,1.0,0.8384,0.7218,1.0,1.0
648.png,True,0.7457,0,109,256,195,98,256,128,256,0.6994,0.6104,0.9236,0.788,0.9724,45.66,282.23,772.1,0.9607,0.9243,0.7845,0.6454,0.7213,0.564,0.8235,0.7,0.0,0.0,0.9063,0.8286
775.png,True,0.5631,0,100,256,160,68,256,96,256,0.848,0.7498,0.9206,0.9245,0.9779,69.92,359.53,839.71,0.953,0.9103,0.7663,0.6211,0.7773,0.6357,0.8628,0.7587,0.7287,0.5732,1.0,1.0
164.png,True,0.6404,0,73,256,168,109,256,128,256,0.7202,0.6586,0.9602,0.9674,0.9904,71.6,412.46,802.69,0.9782,0.9573,1.0,1.0,0.5838,0.4122,0.0,0.0,0.8155,0.6885,0.9438,0.8937
2162.png,True,0.5724,0,74,255,200,144,256,160,256,0.7235,0.6306,0.9537,0.9371,0.9821,70.42,509.86,830.78,0.9751,0.9513,0.1754,0.0962,0.6839,0.5197,0.8134,0.6855,0.6934,0.5307,1.0,1.0
627.png,True,0.7301,0,95,255,196,115,256,128,256,0.8574,0.7549,0.9327,0.9357,0.986,95.85,434.68,840.79,0.9578,0.9191,0.7969,0.6623,0.8405,0.7249,0.7934,0.6575,0.861,0.7559,0.8948,0.8096
887.png,True,0.3976,0,94,256,136,48,256,64,256,0.9149,0.8543,0.9456,0.9423,0.9842,71.32,229.88,520.72,0.9661,0.9344,0.8918,0.8048,1.0,1.0,0.8786,0.7835,0.7527,0.6034,1.0,1.0
1356.png,True,0.5797,0,71,256,155,96,256,96,256,0.8534,0.7735,0.9566,0.8814,0.9908,72.02,339.67,889.24,0.9794,0.9597,0.878,0.7825,0.8854,0.7944,0.8608,0.7556,0.517,0.3486,1.0,1.0
257.png,True,0.6351,0,12,256,255,256,256,256,256,0.8838,0.8617,0.9869,0.9873,0.9873,72.12,847.1,1188.48,0.9934,0.9868,0.3095,0.1831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1491.png,True,0.5517,0,85,256,153,78,256,96,256,0.9426,0.9045,0.9781,0.9872,0.9915,78.6,345.8,640.12,0.9884,0.977,0.7431,0.5912,1.0,1.0,1.0,1.0,0.9239,0.8586,1.0,1.0
1223.png,True,0.4041,0,50,255,135,97,256,128,256,0.7466,0.7177,0.9836,0.8191,0.9736,63.66,294.57,732.08,0.9917,0.9835,0.4882,0.3229,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1579.png,True,0.6639,0,66,256,140,84,256,96,256,0.8783,0.8025,0.9519,0.9189,0.9698,46.22,226.27,481.67,0.9736,0.9486,0.7417,0.5895,1.0,1.0,0.8272,0.7053,0.7273,0.5714,1.0,1.0
239.png,True,0.7672,0,89,256,168,91,256,96,256,0.9345,0.885,0.9536,0.9706,0.9855,59.77,230.27,461.56,0.9688,0.9396,0.7941,0.6586,1.0,1.0,0.9081,0.8317,0.9362,0.88,1.0,1.0
1619.png,True,0.5692,0,35,255,200,189,256,192,256,0.8676,0.8104,0.9844,0.9891,0.9913,46.11,427.22,923.66,0.992,0.9842,0.5352,0.3654,0.6782,0.5131,1.0,1.0,1.0,1.0,1.0,1.0
2319.png,True,0.6192,0,130,253,197,77,256,96,256,0.9481,0.9088,0.9656,0.9922,0.9937,46.17,224.1,468.53,0.9804,0.9615,0.8372,0.7201,1.0,1.0,0.8707,0.771,1.0,1.0,1.0,1.0
2678.png,True,0.7141,0,72,254,141,79,256,96,256,0.8467,0.7677,0.9525,0.8993,0.9799,45.49,242.01,509.87,0.9738,0.9489,0.6457,0.4768,1.0,1.0,0.8538,0.7449,0.607,0.4358,1.0,1.0
1551.png,True,0.3798,2,101,256,155,62,256,64,256,0.73,0.6334,0.9432,0.8375,0.9745,47.02,158.43,424.9,0.9705,0.9428,0.663,0.4959,0.7909,0.6542,0.7386,0.5855,0.2172,0.1218,1.0,1.0
931.png,True,0.2976,0,99,256,180,93,256,96,256,0.7216,0.6803,0.9706,0.9798,0.9879,46.36,226.9,495.49,0.985,0.9704,0.4361,0.2788,0.9086,0.8325,0.0,0.0,1.0,1.0,1.0,1.0
2346.png,True,0.6866,0,84,254,194,126,256,128,256,0.7255,0.6616,0.9727,0.7934,0.9897,46.72,283.82,577.72,0.9851,0.9706,0.6801,0.5153,0.9401,0.887,0.7476,0.5969,0.0,0.0,1.0,1.0
1300.png,True,0.3763,0,125,253,184,67,256,96,256,0.6183,0.5752,0.9549,0.8408,0.9805,45.99,243.3,512.49,0.9779,0.9567,0.0,0.0,0.5888,0.4173,1.0,1.0,0.1429,0.0769,1.0,1.0
2264.png,True,0.6768,0,10,256,146,156,256,160,256,0.745,0.693,0.9752,0.9637,0.9825,44.92,355.62,717.61,0.9874,0.9751,0.6905,0.5273,0.7919,0.6555,1.0,1.0,1.0,1.0,0.0,0.0
194.png,True,0.4125,0,61,253,111,58,256,64,256,0.6828,0.5914,0.9525,0.8079,0.9448,62.14,156.31,454.37,0.9775,0.956,0.5625,0.3913,0.7139,0.555,1.0,1.0,0.0967,0.0508,0.7463,0.5952
1309.png,True,0.5463,0,65,256,149,96,256,96,256,0.9014,0.8342,0.9733,0.9579,0.9814,48.31,229.39,585.13,0.9866,0.9736,0.8174,0.6911,0.7783,0.6371,1.0,1.0,0.826,0.7036,1.0,1.0
2968.png,True,0.4435,0,71,254,173,116,256,128,256,0.7575,0.709,0.9804,0.7985,0.9786,45.92,297.3,819.87,0.9898,0.9798,0.7485,0.5981,0.8067,0.6761,1.0,1.0,1.0,1.0,0.0,0.0
895.png,True,0.5751,0,89,254,139,58,256,64,256,0.9507,0.9131,0.9736,0.9918,0.9934,46.0,175.87,589.2,0.9855,0.9714,0.8536,0.7446,1.0,1.0,0.8653,0.7626,1.0,1.0,1.0,1.0
1016.png,True,0.5117,0,88,256,190,116,256,128,256,0.8439,0.836,0.9768,0.98,0.98,46.1,282.21,476.31,0.9883,0.9768,0.0752,0.0391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1657.png,True,0.4908,1,103,256,159,64,256,64,256,0.8994,0.8445,0.9711,0.9455,0.9804,45.84,157.68,394.97,0.9847,0.9699,0.7648,0.6192,1.0,1.0,1.0,1.0,0.6467,0.4778,1.0,1.0
1343.png,True,0.465,0,103,256,196,107,256,128,256,0.8058,0.7274,0.9788,0.8172,0.9634,46.41,437.15,918.0,0.9905,0.9811,0.8112,0.6823,0.4573,0.2965,1.0,1.0,0.5759,0.4043,1.0,1.0
96.png,True,0.6734,0,104,253,169,75,256,96,256,0.6854,0.5914,0.9076,0.7878,0.976,70.51,330.72,675.32,0.9402,0.8871,0.7423,0.5902,0.7198,0.5622,0.7782,0.637,0.9317,0.8722,0.0,0.0
1003.png,True,0.521,0,58,256,126,78,256,96,256,0.5951,0.5492,0.9773,0.7907,0.9707,71.68,346.18,631.17,0.9884,0.977,0.729,0.5735,0.0,0.0,0.8535,0.7444,0.0,0.0,1.0,1.0
1325.png,True,0.4271,0,69,256,142,83,256,96,256,0.9406,0.8991,0.9834,0.9916,0.9951,72.42,333.28,618.25,0.9912,0.9826,0.7838,0.6445,0.8684,0.7673,1.0,1.0,1.0,1.0,1.0,1.0
337.png,True,0.6997,0,69,254,152,95,256,96,256,0.874,0.8073,0.9625,0.8795,0.984,72.23,342.25,632.12,0.9792,0.9593,0.7498,0.5998,1.0,1.0,0.9327,0.874,0.5824,0.4108,1.0,1.0
516.png,True,0.496,0,58,255,119,69,256,96,256,0.7509,0.6573,0.9267,0.8091,0.965,76.81,335.04,751.01,0.959,0.9212,0.7509,0.6012,0.2232,0.1256,0.7996,0.6661,0.7727,0.6296,1.0,1.0
203.png,True,0.3984,2,69,255,122,61,256,64,256,0.3795,0.3086,0.9709,0.6749,0.9418,74.94,247.28,639.67,0.9851,0.9706,0.0,0.0,0.0,0.0,0.5435,0.3731,0.5978,0.4263,0.1509,0.0816
2941.png,True,0.812,0,85,256,177,104,256,128,256,0.7107,0.6498,0.9732,0.7233,0.9861,77.08,451.7,715.67,0.9841,0.9687,0.7513,0.6017,1.0,1.0,0.0,0.0,0.9686,0.9391,0.5604,0.3893
2145.png,True,0.6472,0,36,255,175,159,256,160,256,0.8858,0.8392,0.9789,0.9619,0.985,46.06,348.08,1450.03,0.9891,0.9785,0.467,0.3047,0.8585,0.7521,1.0,1.0,1.0,1.0,1.0,1.0
2066.png,True,0.7587,0,57,255,182,143,256,160,256,0.601,0.5509,0.9395,0.7995,0.9852,63.46,351.29,750.99,0.9671,0.9363,0.0,0.0,0.8148,0.6875,0.8732,0.7749,0.0,0.0,0.9512,0.9069
503.png,True,0.6393,0,51,255,125,84,256,96,256,0.9233,0.8665,0.9586,0.9714,0.9859,45.48,237.05,746.95,0.9753,0.9517,0.7948,0.6594,1.0,1.0,0.8665,0.7645,0.9031,0.8232,1.0,1.0
2769.png,True,0.637,0,85,254,165,92,256,96,256,0.9248,0.8718,0.9721,0.9739,0.9883,45.42,220.49,507.33,0.9841,0.9686,0.7639,0.618,1.0,1.0,0.853,0.7437,0.9475,0.9002,1.0,1.0
1765.png,True,0.8086,0,113,255,207,108,256,128,256,0.6962,0.62,0.9083,0.9264,0.9731,49.25,316.28,614.94,0.9403,0.8874,0.0,0.0,0.5747,0.4032,0.777,0.6353,0.8852,0.7941,1.0,1.0
2888.png,True,0.7908,0,76,256,156,92,256,96,256,0.572,0.4719,0.933,0.7758,0.9812,46.77,226.13,534.19,0.9604,0.9238,0.71,0.5503,0.3831,0.2369,0.4958,0.3296,0.8831,0.7906,0.0,0.0
1719.png,True,0.5358,0,102,256,193,103,256,128,256,0.8805,0.8056,0.9714,0.9332,0.9887,45.8,301.79,1414.72,0.9847,0.9699,0.7454,0.5941,1.0,1.0,0.7899,0.6527,0.7629,0.6167,1.0,1.0
1690.png,True,0.5183,0,131,254,218,99,256,128,256,0.9101,0.8468,0.9696,0.977,0.9913,46.68,283.23,544.6,0.9832,0.967,0.7798,0.639,0.8575,0.7506,1.0,1.0,0.84,0.7242,1.0,1.0
1076.png,True,0.5698,0,57,255,230,197,256,224,256,0.9599,0.9349,0.9913,0.9768,0.9768,45.78,491.79,728.46,0.9955,0.9911,0.764,0.6182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2840.png,True,0.4676,0,90,253,150,68,256,96,256,0.4771,0.443,0.8983,0.6927,0.9559,46.33,228.99,695.34,0.975,0.9512,0.0,0.0,0.0036,0.0018,0.7933,0.6574,0.0907,0.0475,1.0,1.0
