fname,detected,yolo_conf,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
2449.png,True,0.6046,31,167,568,240,103,570,96,256,0.8289,0.7278,0.9514,0.8947,0.9846,170.35,271.27,515.77,0.9748,0.9508,0.7235,0.5668,0.6537,0.4855,0.7928,0.6568,0.8284,0.707,1.0,1.0
276.png,True,0.5274,0,131,567,188,79,570,64,256,0.7772,0.7351,0.9504,0.8186,0.9685,171.03,189.84,435.53,0.9719,0.9453,0.8446,0.731,1.0,1.0,0.8467,0.7342,0.0,0.0,1.0,1.0
1871.png,True,0.3368,38,238,554,277,55,570,64,256,0.6265,0.5823,0.8547,0.6444,0.9257,173.8,204.27,450.83,0.9103,0.8353,1.0,1.0,0.7593,0.612,0.0894,0.0468,0.0,0.0,1.0,1.0
2087.png,True,0.8688,0,94,570,226,184,570,128,256,0.7202,0.6532,0.9296,0.962,0.9843,165.34,318.96,588.2,0.9583,0.9199,0.7191,0.5614,0.0,0.0,1.0,1.0,0.9526,0.9094,0.6913,0.5282
2419.png,True,0.6523,0,178,570,246,96,570,96,256,0.8749,0.8082,0.9524,0.9736,0.9882,174.49,271.19,525.65,0.9743,0.9499,0.8475,0.7353,1.0,1.0,0.5455,0.375,0.882,0.7888,1.0,1.0
1663.png,True,0.4778,0,168,520,232,90,570,64,256,0.9195,0.8692,0.9713,0.9606,0.9781,172.9,185.71,434.13,0.9847,0.9699,0.7273,0.5715,1.0,1.0,1.0,1.0,0.805,0.6736,1.0,1.0
885.png,True,0.5521,1,142,567,201,83,570,64,256,0.8928,0.8265,0.9515,0.9059,0.9798,164.93,198.41,440.38,0.9709,0.9435,0.8057,0.6746,1.0,1.0,0.9143,0.8422,0.6658,0.499,1.0,1.0
1745.png,True,0.6857,0,175,570,260,119,570,96,256,0.8935,0.8162,0.9486,0.93,0.9841,166.33,257.71,498.03,0.9706,0.9428,0.7984,0.6645,0.8779,0.7824,1.0,1.0,0.9119,0.8381,0.8021,0.6696
971.png,True,0.6728,18,214,569,272,82,570,64,256,0.8991,0.8325,0.9635,0.9276,0.9826,242.68,768.42,1089.15,0.9794,0.9597,0.8182,0.6924,1.0,1.0,0.8757,0.7789,0.7213,0.5641,1.0,1.0
589.png,True,0.46,274,220,568,266,64,340,64,160,0.8088,0.7896,0.9679,0.8253,0.971,162.85,439.78,675.79,0.9863,0.9731,0.8666,0.7646,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2947.png,True,0.7339,1,155,569,285,182,570,128,256,0.8284,0.7354,0.9605,0.9175,0.9871,372.68,437.57,1459.28,0.979,0.9589,0.7885,0.6508,0.8721,0.7732,0.803,0.6709,1.0,1.0,0.5281,0.3588
185.png,True,0.3615,4,73,436,162,125,501,96,256,0.8009,0.6851,0.9675,0.912,0.9824,293.74,371.65,757.88,0.9829,0.9663,0.6575,0.4898,0.7891,0.6517,0.6418,0.4725,0.8751,0.778,0.8588,0.7526
2764.png,True,0.6145,1,152,567,233,113,570,96,256,0.881,0.8168,0.9431,0.9301,0.9808,240.17,366.52,700.93,0.9632,0.929,0.6021,0.4307,1.0,1.0,0.754,0.6051,0.967,0.9362,1.0,1.0
2841.png,True,0.3825,217,136,372,210,104,201,96,96,0.6844,0.6319,0.7932,0.7703,0.9493,248.79,235.81,582.49,0.9403,0.8873,1.0,1.0,0.0182,0.0092,0.8256,0.703,0.3224,0.1922,1.0,1.0
2617.png,True,0.9062,1,183,570,321,194,570,160,256,0.6473,0.5517,0.9522,0.7559,0.9876,278.3,548.99,926.6,0.9784,0.9576,0.7365,0.5829,0.505,0.3378,0.8852,0.794,0.0,0.0,0.7788,0.6377
641.png,True,0.2828,239,200,569,247,65,381,64,192,0.4973,0.4947,0.9683,0.8284,0.8284,163.9,175.32,412.69,0.9839,0.9683,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2360.png,True,0.5999,1,166,563,269,145,570,128,256,0.6434,0.5812,0.9628,0.8238,0.9855,161.49,321.21,554.18,0.9793,0.9594,0.7002,0.5387,0.0,0.0,0.9078,0.8312,0.2728,0.158,1.0,1.0
2694.png,True,0.7345,0,190,567,268,110,570,96,256,0.8545,0.7644,0.96,0.9368,0.9807,164.72,274.47,513.05,0.9775,0.9561,0.744,0.5924,0.9193,0.8506,0.6939,0.5313,1.0,1.0,0.7921,0.6558
551.png,True,0.6993,2,174,569,235,85,570,64,256,0.9439,0.9026,0.9567,0.9569,0.9884,164.57,184.54,422.66,0.9665,0.9352,0.7807,0.6402,1.0,1.0,0.9473,0.8999,0.9691,0.94,1.0,1.0
1162.png,True,0.7488,0,190,568,308,166,570,128,256,0.8647,0.7897,0.9852,0.9662,0.9839,162.83,333.39,570.21,0.9925,0.985,0.806,0.675,0.7798,0.6391,0.6102,0.439,1.0,1.0,1.0,1.0
1640.png,True,0.6134,0,160,570,235,105,570,96,256,0.6841,0.5982,0.902,0.8737,0.9723,162.5,248.96,483.52,0.9478,0.9008,0.711,0.5516,0.0,0.0,0.7732,0.6302,0.6723,0.5063,1.0,1.0
74.png,True,0.5152,312,89,569,154,91,297,64,160,0.7567,0.7076,0.9711,0.7963,0.9791,166.8,150.22,388.33,0.9845,0.9695,0.8181,0.6922,1.0,1.0,0.0,0.0,0.7375,0.5842,1.0,1.0
6.png,True,0.596,31,1,559,172,206,570,160,256,0.8475,0.7734,0.9789,0.9531,0.9857,158.5,374.5,604.14,0.9895,0.9791,0.5665,0.3952,0.6485,0.4798,1.0,1.0,0.8805,0.7865,1.0,1.0
344.png,True,0.4913,158,119,568,174,77,474,64,224,0.7928,0.7642,0.9293,0.9411,0.9428,168.85,210.29,469.47,0.9598,0.9228,0.0,0.0,0.797,0.6625,1.0,1.0,1.0,1.0,1.0,1.0
760.png,True,0.5855,0,152,568,246,132,570,96,256,0.7389,0.6843,0.9721,0.8056,0.9819,168.5,250.73,493.05,0.9855,0.9714,0.72,0.5626,1.0,1.0,0.7277,0.572,0.0,0.0,1.0,1.0
278.png,True,0.6204,0,131,568,180,69,570,64,256,0.9151,0.8654,0.9651,0.9752,0.9828,161.86,194.73,433.21,0.9808,0.9623,0.8467,0.7342,1.0,1.0,0.6632,0.4961,1.0,1.0,1.0,1.0
532.png,True,0.3631,1,154,567,243,125,570,96,256,0.9141,0.8632,0.9741,0.9491,0.9688,163.18,252.82,488.71,0.9867,0.9738,0.685,0.521,1.0,1.0,0.8127,0.6845,1.0,1.0,1.0,1.0
871.png,True,0.6591,0,152,567,205,75,570,64,256,0.5282,0.4442,0.8846,0.7275,0.9298,171.68,189.27,435.65,0.9334,0.8752,0.8097,0.6803,0.0,0.0,0.0,0.0,0.6854,0.5214,0.7407,0.5882
2081.png,True,0.8907,0,106,568,262,218,570,160,256,0.797,0.7099,0.9432,0.8698,0.9869,165.27,390.51,630.01,0.968,0.938,0.3353,0.2014,0.8371,0.7198,0.8778,0.7823,1.0,1.0,0.764,0.6181
468.png,True,0.3114,25,78,568,254,246,570,192,256,0.7447,0.7157,0.9795,0.9627,0.9708,161.43,452.64,692.21,0.9898,0.9798,0.4782,0.3143,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
873.png,True,0.5262,0,131,569,190,83,570,64,256,0.9675,0.9442,0.971,0.9815,0.9815,161.02,192.41,426.1,0.9842,0.9689,0.8209,0.6962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289.png,True,0.3507,126,66,568,265,279,510,192,256,0.8301,0.7631,0.985,0.9555,0.9861,182.91,448.5,705.06,0.9928,0.9858,0.6696,0.5033,0.9078,0.8311,0.4104,0.2582,1.0,1.0,1.0,1.0
2572.png,True,0.7203,0,100,567,210,154,570,128,256,0.969,0.9434,0.99,0.9844,0.9909,172.37,326.65,571.88,0.9947,0.9895,0.8861,0.7955,1.0,1.0,1.0,1.0,0.9335,0.8752,1.0,1.0
1013.png,False,0.0,0,0,570,380,380,570,256,256,0.7036,0.6458,0.9859,0.9698,0.9844,259.8,856.92,1193.49,0.9928,0.9858,0.0,0.0,0.6559,0.488,1.0,1.0,0.5727,0.4012,1.0,1.0
648.png,True,0.8946,0,172,569,286,160,570,128,256,0.806,0.6875,0.9397,0.8693,0.9801,244.64,435.96,777.3,0.9666,0.9353,0.7471,0.5963,0.7458,0.5946,0.7864,0.648,0.6779,0.5127,0.9119,0.8381
775.png,True,0.6583,0,153,569,235,114,570,96,256,0.8711,0.7823,0.9393,0.9573,0.9865,253.17,370.09,742.95,0.9646,0.9315,0.7416,0.5893,0.8391,0.7228,0.8514,0.7412,0.8298,0.7091,1.0,1.0
164.png,True,0.6418,204,116,362,234,166,206,128,96,0.8489,0.7749,0.8732,0.8968,0.9755,252.62,252.7,597.39,0.9157,0.8445,1.0,1.0,0.5181,0.3497,1.0,1.0,0.7095,0.5498,0.9503,0.9053
2162.png,True,0.3522,9,127,473,242,161,543,128,256,0.7239,0.6272,0.936,0.8907,0.9755,247.29,491.28,829.1,0.9643,0.9311,0.2081,0.1161,0.6955,0.5331,0.821,0.6963,0.6545,0.4864,1.0,1.0
627.png,True,0.8952,0,142,558,284,198,570,160,256,0.7886,0.6653,0.9237,0.8702,0.9841,263.57,478.87,836.75,0.955,0.9139,0.6222,0.4516,0.8145,0.6871,0.7278,0.5721,0.7215,0.5643,0.8906,0.8028
887.png,True,0.5086,5,143,568,196,75,570,64,256,0.9015,0.8338,0.9437,0.9419,0.9833,177.67,181.58,443.76,0.9653,0.9329,0.7728,0.6298,1.0,1.0,0.8823,0.7894,0.7885,0.6509,1.0,1.0
1356.png,True,0.8004,24,109,565,213,146,570,128,256,0.8286,0.7406,0.9514,0.8498,0.9881,161.76,311.63,543.47,0.977,0.955,0.7921,0.6558,0.8628,0.7587,0.8663,0.7641,0.4732,0.3099,1.0,1.0
257.png,True,0.5973,249,42,570,272,318,369,224,192,0.8968,0.8708,0.9824,0.9912,0.9912,179.6,447.35,711.21,0.9911,0.9823,0.3899,0.2422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1491.png,True,0.7337,1,127,570,217,126,570,96,256,0.9356,0.8962,0.9762,0.9806,0.9878,165.93,277.93,535.85,0.9874,0.9752,0.6975,0.5355,1.0,1.0,1.0,1.0,0.9286,0.8668,1.0,1.0
1223.png,True,0.3969,1,106,569,191,119,570,96,256,0.7404,0.7118,0.9775,0.8162,0.9695,162.72,251.96,486.54,0.9885,0.9773,0.4536,0.2933,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1579.png,True,0.6956,0,99,568,207,152,570,128,256,0.7097,0.6338,0.9592,0.9262,0.978,170.87,333.19,575.69,0.9783,0.9576,0.7018,0.5406,0.0,0.0,0.8151,0.688,0.763,0.6168,1.0,1.0
239.png,True,0.6732,0,132,570,239,149,570,128,256,0.7707,0.7211,0.953,0.9725,0.9872,161.65,315.03,547.8,0.9694,0.9407,0.8378,0.7208,0.0,0.0,0.8961,0.8118,0.921,0.8535,1.0,1.0
1619.png,True,0.3776,0,67,441,277,294,507,224,256,0.8653,0.8079,0.9851,0.9826,0.987,190.95,546.02,811.55,0.9924,0.9849,0.5358,0.366,0.6633,0.4962,1.0,1.0,1.0,1.0,1.0,1.0
2319.png,True,0.6816,0,206,570,284,110,570,96,256,0.9409,0.8978,0.9592,0.9822,0.9907,162.82,276.19,512.74,0.9766,0.9542,0.8147,0.6874,1.0,1.0,0.854,0.7453,1.0,1.0,1.0,1.0
2678.png,True,0.6776,12,119,570,204,119,570,96,256,0.8572,0.779,0.954,0.9037,0.98,161.88,249.25,482.27,0.9747,0.9506,0.6407,0.4714,1.0,1.0,0.851,0.7406,0.6768,0.5115,1.0,1.0
1551.png,True,0.5779,11,159,568,217,82,570,64,256,0.6912,0.6105,0.9341,0.8027,0.9661,172.92,207.12,453.22,0.9652,0.9328,0.6259,0.4554,0.8039,0.6721,0.7522,0.6028,0.0,0.0,1.0,1.0
931.png,True,0.4089,257,212,569,261,69,360,64,192,0.723,0.6627,0.928,0.898,0.9393,165.56,184.46,422.53,0.9625,0.9276,0.6779,0.5128,0.6979,0.5359,1.0,1.0,0.0,0.0,1.0,1.0
2346.png,True,0.8554,1,129,570,271,198,570,160,256,0.7232,0.6584,0.9724,0.775,0.9895,171.44,407.72,653.73,0.985,0.9705,0.6594,0.4918,0.9305,0.8701,0.764,0.6181,0.0,0.0,1.0,1.0
1300.png,False,0.0,0,0,570,380,380,570,256,256,0.6064,0.5778,0.9942,0.8258,0.9937,161.73,586.97,821.82,0.9977,0.9954,0.0,0.0,0.6407,0.4714,1.0,1.0,0.0,0.0,1.0,1.0
2264.png,True,0.6964,1,26,416,200,235,478,160,224,0.7453,0.6925,0.975,0.9721,0.9872,166.97,382.0,621.11,0.9873,0.9749,0.742,0.5899,0.7422,0.5901,1.0,1.0,1.0,1.0,0.0,0.0
194.png,True,0.5903,0,88,393,161,103,452,96,224,0.5467,0.4297,0.9417,0.8851,0.9644,171.83,276.65,521.61,0.9698,0.9413,0.5728,0.4013,0.6568,0.4889,0.0,0.0,0.608,0.4368,0.4728,0.3095
1309.png,True,0.3767,27,101,567,198,135,570,96,256,0.8876,0.8161,0.968,0.9235,0.9725,242.08,361.9,676.35,0.9836,0.9678,0.7309,0.576,0.763,0.6168,1.0,1.0,0.8481,0.7363,1.0,1.0
2968.png,True,0.4247,2,102,439,243,197,505,160,256,0.7738,0.7318,0.986,0.8016,0.9764,251.81,541.54,882.83,0.9927,0.9856,0.8117,0.6831,0.8385,0.7219,1.0,1.0,1.0,1.0,0.0,0.0
895.png,True,0.4551,0,141,569,195,76,570,64,256,0.9457,0.9055,0.9667,0.9846,0.9884,240.44,262.72,592.62,0.9814,0.9635,0.8172,0.691,1.0,1.0,0.8754,0.7785,1.0,1.0,1.0,1.0
1016.png,True,0.5053,26,184,569,269,119,570,96,256,0.6746,0.6662,0.9631,0.8018,0.9672,260.3,356.57,707.96,0.9812,0.9631,0.0665,0.0344,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1657.png,True,0.4641,1,173,544,230,79,570,64,256,0.8993,0.8428,0.9637,0.9153,0.9651,239.95,258.89,613.0,0.9807,0.9621,0.7036,0.5427,1.0,1.0,1.0,1.0,0.7116,0.5523,1.0,1.0
1343.png,True,0.4995,0,186,569,281,133,570,96,256,0.5467,0.4861,0.9685,0.5782,0.9476,257.07,394.97,773.91,0.9857,0.9718,0.7648,0.6191,0.4271,0.2716,0.0,0.0,0.1029,0.0542,1.0,1.0
96.png,True,0.7883,1,154,570,253,139,570,96,256,0.6877,0.6004,0.9311,0.7966,0.984,259.13,366.62,723.14,0.9599,0.923,0.6576,0.4899,0.7182,0.5603,0.8398,0.7238,0.9505,0.9057,0.0,0.0
1003.png,True,0.6744,0,107,570,188,113,570,96,256,0.5887,0.5427,0.9748,0.7997,0.9796,168.93,252.87,515.47,0.9876,0.9754,0.6716,0.5056,0.0,0.0,0.8732,0.7749,0.0,0.0,1.0,1.0
1325.png,True,0.4223,32,110,567,198,124,570,96,256,0.9373,0.8957,0.9839,0.9758,0.9904,162.59,261.97,496.47,0.9915,0.9832,0.7453,0.5941,0.8869,0.7967,1.0,1.0,1.0,1.0,1.0,1.0
337.png,True,0.7094,1,94,569,204,154,570,128,256,0.8945,0.8289,0.9651,0.9081,0.9862,170.44,318.02,563.31,0.9808,0.9624,0.7591,0.6117,1.0,1.0,0.9204,0.8526,0.7068,0.5465,1.0,1.0
516.png,True,0.7328,1,90,567,172,114,570,96,256,0.7024,0.6232,0.9304,0.7427,0.9628,162.68,266.03,502.15,0.9622,0.9272,0.6219,0.4513,0.0171,0.0086,0.8105,0.6814,0.803,0.6708,1.0,1.0
203.png,True,0.351,297,97,570,146,69,314,64,160,0.4119,0.3268,0.9493,0.7259,0.9111,165.65,163.67,403.51,0.9735,0.9484,0.0,0.0,0.4454,0.2865,0.6246,0.4541,0.4277,0.272,0.0,0.0
2941.png,True,0.8069,0,135,570,243,152,570,128,256,0.658,0.5694,0.976,0.645,0.9889,161.36,330.82,568.02,0.9857,0.9718,0.7265,0.5705,0.0,0.0,0.6612,0.4939,0.976,0.9532,0.5984,0.4269
2145.png,True,0.6148,183,97,568,249,212,445,160,224,0.935,0.8923,0.985,0.9794,0.9915,165.39,346.55,586.21,0.9924,0.9848,0.741,0.5885,0.8766,0.7803,1.0,1.0,1.0,1.0,1.0,1.0
2066.png,True,0.8283,11,95,570,264,237,570,160,256,0.6374,0.5782,0.9513,0.8206,0.9885,160.06,398.57,629.79,0.975,0.9512,0.0,0.0,0.85,0.7392,0.8716,0.7724,0.1743,0.0955,0.9534,0.911
503.png,True,0.8392,0,93,569,179,120,570,96,256,0.9223,0.8667,0.9599,0.9676,0.9872,162.31,249.23,484.12,0.9759,0.9529,0.7618,0.6152,1.0,1.0,0.8701,0.77,0.9259,0.8619,1.0,1.0
2769.png,True,0.6724,0,142,570,234,128,570,96,256,0.9141,0.8574,0.9669,0.9599,0.9856,181.88,250.73,506.66,0.9809,0.9626,0.725,0.5686,1.0,1.0,0.8267,0.7046,0.952,0.9084,1.0,1.0
1765.png,True,0.714,28,183,567,282,139,570,96,256,0.6796,0.5986,0.8985,0.9047,0.9716,160.44,251.71,486.92,0.9319,0.8724,0.0,0.0,0.5991,0.4277,0.6543,0.4862,0.8923,0.8055,1.0,1.0
2888.png,True,0.8622,7,117,563,222,147,570,128,256,0.5802,0.4846,0.9444,0.719,0.9851,183.23,316.29,577.08,0.9686,0.9391,0.748,0.5975,0.3577,0.2178,0.5132,0.3452,0.8937,0.8079,0.0,0.0
1719.png,True,0.4991,0,194,482,273,111,554,96,256,0.8732,0.7988,0.9602,0.9461,0.9831,167.19,254.31,496.75,0.9783,0.9575,0.6354,0.4657,1.0,1.0,0.8214,0.697,0.8043,0.6726,1.0,1.0
1690.png,True,0.5229,7,205,570,312,149,570,128,256,0.8943,0.8266,0.9662,0.9551,0.9864,165.14,309.23,554.33,0.9816,0.9638,0.6899,0.5266,0.848,0.7361,1.0,1.0,0.846,0.7331,1.0,1.0
1076.png,True,0.7319,2,127,527,299,240,570,192,256,0.9615,0.9368,0.9894,0.9851,0.9851,160.24,497.72,731.37,0.9946,0.9892,0.7742,0.6316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2840.png,True,0.4492,204,133,374,212,111,222,96,128,0.6508,0.6031,0.7746,0.685,0.9418,164.07,190.8,429.46,0.9371,0.8817,1.0,1.0,0.1323,0.0709,0.778,0.6366,0.0573,0.0295,1.0,1.0
