fname,detected,yolo_conf,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
2799.png,False,0.0,0,0,570,380,380,570,256,256,0.901,0.8467,0.9907,0.9241,0.9617,234.74,824.56,1154.27,0.9953,0.9906,0.6981,0.5362,0.7124,0.5533,1.0,1.0,1.0,1.0,1.0,1.0
2569.png,True,0.7352,0,99,568,212,225,570,160,256,0.9383,0.8956,0.9878,0.9539,0.9711,236.66,505.21,829.9,0.9937,0.9875,0.7867,0.6484,1.0,1.0,1.0,1.0,0.8491,0.7378,1.0,1.0
1541.png,True,0.6445,2,95,568,194,199,570,160,256,0.8565,0.764,0.9773,0.8743,0.9739,238.7,523.81,859.07,0.9888,0.9779,0.7199,0.5623,0.816,0.6892,0.8256,0.703,0.7889,0.6514,1.0,1.0
918.png,True,0.4365,2,127,559,185,116,570,96,256,0.9125,0.852,0.9812,0.9292,0.98,242.84,254.26,598.45,0.99,0.9803,0.7521,0.6027,0.8739,0.7761,0.8589,0.7527,1.0,1.0,1.0,1.0
2692.png,True,0.6317,1,190,566,270,160,570,128,256,0.8609,0.7691,0.9752,0.8938,0.9631,149.42,302.94,523.39,0.9874,0.9752,0.8136,0.6857,0.7961,0.6612,0.7485,0.5981,1.0,1.0,0.8198,0.6946
2905.png,True,0.68,1,169,441,254,169,570,128,256,0.8089,0.7145,0.9517,0.8521,0.956,160.61,289.18,522.14,0.9734,0.9482,0.7352,0.5812,0.8859,0.7952,0.7965,0.6618,0.4625,0.3008,1.0,1.0
967.png,True,0.688,0,211,569,279,136,570,96,256,0.8939,0.8288,0.97,0.8836,0.973,151.74,242.65,462.83,0.9834,0.9673,0.7846,0.6455,1.0,1.0,0.9171,0.8468,0.6785,0.5134,1.0,1.0
1251.png,True,0.7648,0,153,568,275,244,570,192,256,0.9346,0.8831,0.9625,0.9507,0.988,154.09,407.84,653.28,0.9801,0.961,0.8566,0.7492,1.0,1.0,0.8887,0.7997,0.882,0.7889,1.0,1.0
203.png,True,0.351,297,97,570,146,97,369,96,192,0.5585,0.4716,0.9582,0.7486,0.9606,157.39,228.18,454.84,0.9803,0.9613,1.0,1.0,0.2348,0.133,0.177,0.0971,0.5599,0.3888,0.3989,0.2491
349.png,True,0.5865,64,112,526,195,167,570,128,256,0.8901,0.8233,0.9562,0.9082,0.9734,150.74,280.81,503.2,0.9749,0.951,0.7376,0.5843,0.7005,0.539,1.0,1.0,0.9278,0.8653,1.0,1.0
2148.png,True,0.4215,2,122,477,241,239,570,192,256,0.6875,0.5998,0.966,0.895,0.9825,161.38,420.5,652.83,0.9813,0.9634,0.625,0.4545,0.8636,0.7599,0.8877,0.7981,0.7676,0.6228,0.0,0.0
43.png,True,0.6983,164,98,437,223,249,465,192,224,0.9485,0.9097,0.9685,0.9804,0.9888,150.66,376.75,595.06,0.9822,0.9651,1.0,1.0,1.0,1.0,0.8773,0.7814,1.0,1.0,0.8316,0.7118
2045.png,True,0.3627,0,131,393,245,228,531,160,256,0.8101,0.7178,0.9892,0.913,0.982,151.85,346.67,579.7,0.9945,0.989,0.5447,0.3743,1.0,1.0,0.8522,0.7425,0.8759,0.7792,0.5933,0.4218
911.png,True,0.8063,0,110,569,186,152,570,128,256,0.8041,0.7428,0.9726,0.7939,0.9846,150.36,304.99,525.23,0.9863,0.973,0.6714,0.5054,0.9065,0.829,0.2602,0.1495,1.0,1.0,1.0,1.0
1652.png,True,0.3096,0,191,314,231,80,424,64,192,0.7402,0.6883,0.9828,0.9191,0.9662,152.82,139.11,359.72,0.9914,0.9829,0.7965,0.6618,1.0,1.0,0.0,0.0,0.6534,0.4852,1.0,1.0
293.png,True,0.3997,107,60,565,263,365,570,256,256,0.8577,0.7802,0.99,0.9083,0.9721,167.34,563.12,799.46,0.9949,0.9899,0.6157,0.4448,0.7796,0.6388,0.756,0.6078,1.0,1.0,1.0,1.0
592.png,True,0.31,278,221,570,272,103,394,96,192,0.8038,0.7818,0.9662,0.8073,0.9215,147.86,183.13,402.29,0.9823,0.9651,0.8408,0.7254,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1938.png,True,0.6048,3,150,569,220,140,570,96,256,0.9064,0.8451,0.9795,0.91,0.9725,160.16,240.93,470.11,0.9891,0.9785,0.7015,0.5403,1.0,1.0,0.8722,0.7733,0.8754,0.7784,1.0,1.0
221.png,True,0.6143,0,166,530,245,159,570,128,256,0.9045,0.8408,0.9615,0.9047,0.9755,149.87,279.41,499.51,0.9775,0.956,0.7698,0.6258,1.0,1.0,0.9156,0.8443,0.7644,0.6186,1.0,1.0
1624.png,True,0.4132,0,63,450,270,374,570,256,256,0.7671,0.7235,0.9925,0.8028,0.9848,156.95,548.59,773.73,0.9962,0.9925,0.7524,0.6031,0.8541,0.7454,0.0,0.0,1.0,1.0,1.0,1.0
2990.png,False,0.0,0,0,570,380,380,570,256,256,0.9138,0.8664,0.9914,0.9376,0.9665,151.78,643.74,867.32,0.9956,0.9913,0.6352,0.4654,1.0,1.0,1.0,1.0,0.8517,0.7418,1.0,1.0
27.png,True,0.8016,169,94,550,225,263,534,192,256,0.8943,0.8291,0.9657,0.9533,0.9879,237.18,619.9,948.49,0.9804,0.9615,1.0,1.0,1.0,1.0,0.8572,0.7501,0.6524,0.4841,0.8758,0.779
1927.png,True,0.5363,51,163,560,212,97,570,96,256,0.7545,0.6966,0.9454,0.7374,0.9422,223.71,325.39,642.35,0.9695,0.9409,0.1499,0.081,1.0,1.0,0.8996,0.8175,0.5079,0.3404,1.0,1.0
545.png,True,0.6778,1,176,569,233,113,570,96,256,0.7854,0.7474,0.9726,0.9502,0.9909,247.68,332.15,674.09,0.983,0.9666,0.8362,0.7186,0.0,0.0,0.9251,0.8606,0.9683,0.9385,1.0,1.0
679.png,True,0.7105,110,98,566,242,288,570,224,256,0.8972,0.8306,0.954,0.9028,0.9728,225.67,716.95,1031.52,0.9776,0.9561,1.0,1.0,0.6926,0.5297,0.8613,0.7563,0.8515,0.7414,1.0,1.0
1664.png,True,0.4023,1,173,455,231,116,570,96,256,0.9285,0.8813,0.9839,0.9629,0.9781,237.32,350.43,678.59,0.9916,0.9834,0.7819,0.6419,1.0,1.0,1.0,1.0,0.7972,0.6628,1.0,1.0
131.png,True,0.45,165,186,485,260,148,517,128,256,0.9583,0.9267,0.9893,0.9728,0.9947,245.93,388.94,732.6,0.9943,0.9887,1.0,1.0,0.9269,0.8637,1.0,1.0,0.8288,0.7077,1.0,1.0
1139.png,True,0.712,1,190,560,305,231,570,160,256,0.5932,0.5453,0.9799,0.6429,0.9836,151.34,359.42,602.47,0.9909,0.982,0.799,0.6653,0.769,0.6247,0.0,0.0,0.0,0.0,1.0,1.0
1734.png,True,0.7665,0,120,569,223,207,570,160,256,0.8537,0.7734,0.9802,0.9399,0.9783,150.88,339.46,560.61,0.9898,0.9798,0.6935,0.5308,1.0,1.0,0.6628,0.4956,0.7759,0.6339,1.0,1.0
710.png,True,0.5315,0,149,568,212,127,570,96,256,0.9577,0.9317,0.9846,0.9505,0.9505,171.85,226.15,466.67,0.992,0.9842,0.7545,0.6057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1171.png,True,0.6326,0,157,570,209,104,570,96,256,0.866,0.8067,0.9646,0.8383,0.9731,160.46,223.46,453.38,0.9794,0.9596,0.4529,0.2927,1.0,1.0,0.9424,0.8911,0.8213,0.6968,1.0,1.0
2535.png,True,0.6898,1,130,563,209,159,570,128,256,0.7943,0.7016,0.9473,0.7769,0.9735,175.19,286.77,533.32,0.9758,0.9527,0.7208,0.5635,0.8545,0.746,0.8302,0.7098,0.3844,0.2379,1.0,1.0
953.png,True,0.6815,1,222,570,289,135,570,96,256,0.9099,0.8515,0.9648,0.8939,0.9712,148.76,223.93,448.88,0.9798,0.9605,0.8199,0.6947,1.0,1.0,0.9482,0.9015,0.7116,0.5523,1.0,1.0
2703.png,True,0.6338,1,195,564,257,124,570,96,256,0.8985,0.8313,0.98,0.9338,0.9727,169.11,226.73,464.22,0.9895,0.9792,0.7673,0.6225,1.0,1.0,0.8601,0.7546,1.0,1.0,0.774,0.6313
786.png,True,0.4607,2,163,564,228,129,570,96,256,0.8558,0.7677,0.9658,0.8451,0.9726,155.32,223.96,449.27,0.9816,0.9639,0.81,0.6806,0.8469,0.7345,0.8734,0.7752,1.0,1.0,0.6228,0.4522
2110.png,True,0.731,0,74,568,156,164,570,128,256,0.7709,0.7331,0.9783,0.7868,0.9773,150.5,299.89,523.18,0.9883,0.977,0.6983,0.5364,0.0,0.0,1.0,1.0,0.9391,0.8851,1.0,1.0
2022.png,True,0.6662,11,99,567,190,183,570,128,256,0.7376,0.6051,0.9487,0.718,0.969,148.96,279.61,496.77,0.9766,0.9543,0.6308,0.4607,0.6368,0.4671,0.707,0.5468,0.8669,0.7651,0.6075,0.4362
2896.png,True,0.6409,0,161,570,253,184,570,128,256,0.6789,0.5996,0.9843,0.8039,0.9621,161.85,285.66,516.17,0.9926,0.9852,0.807,0.6764,0.0,0.0,0.6055,0.4342,0.6683,0.5019,1.0,1.0
1705.png,True,0.3619,10,167,569,267,200,570,160,256,0.8938,0.837,0.9528,0.8939,0.9195,149.91,342.87,565.42,0.9747,0.9506,0.7612,0.6144,1.0,1.0,1.0,1.0,0.6272,0.4568,1.0,1.0
1458.png,True,0.7877,0,134,570,260,252,570,192,256,0.9289,0.8815,0.9739,0.931,0.9923,172.05,406.45,651.73,0.9843,0.9691,0.7144,0.5557,1.0,1.0,0.9358,0.8794,0.9387,0.8845,1.0,1.0
1277.png,True,0.4583,4,161,568,217,112,570,96,256,0.8031,0.7816,0.9878,0.968,0.968,153.31,233.43,459.51,0.9937,0.9874,0.8248,0.7019,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
938.png,True,0.3054,273,223,569,273,100,401,96,192,0.9601,0.9348,0.9869,0.9604,0.9604,153.64,187.96,416.79,0.9932,0.9866,0.7671,0.6222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
886.png,True,0.4549,54,142,567,197,111,570,96,256,0.8986,0.835,0.9676,0.8994,0.9804,151.53,233.08,454.36,0.9815,0.9636,0.6836,0.5193,1.0,1.0,0.9198,0.8516,0.8065,0.6757,1.0,1.0
1.png,True,0.7381,31,20,560,187,271,570,192,256,0.9011,0.8468,0.9868,0.9392,0.9731,164.88,408.27,642.02,0.9933,0.9866,0.6788,0.5138,0.7346,0.5805,1.0,1.0,1.0,1.0,1.0,1.0
2295.png,True,0.5263,0,154,401,284,260,541,192,256,0.7249,0.6697,0.9871,0.8905,0.9499,150.61,429.88,651.78,0.9934,0.9869,0.7366,0.583,0.6192,0.4484,1.0,1.0,0.0,0.0,1.0,1.0
1334.png,True,0.5799,0,182,569,277,191,570,160,256,0.9365,0.893,0.9926,0.9507,0.9689,251.49,526.33,847.64,0.9962,0.9925,0.8122,0.6838,1.0,1.0,1.0,1.0,0.8105,0.6814,1.0,1.0
1502.png,True,0.6983,1,128,570,215,175,570,128,256,0.9495,0.9128,0.9855,0.9545,0.9757,228.77,426.41,774.95,0.9924,0.9849,0.8007,0.6677,1.0,1.0,1.0,1.0,0.9036,0.8242,1.0,1.0
825.png,True,0.7615,1,141,380,366,351,513,256,256,0.7601,0.7129,0.9936,0.7988,0.9803,234.78,787.98,1113.56,0.9967,0.9935,0.7813,0.6411,0.7823,0.6425,0.0,0.0,1.0,1.0,1.0,1.0
2066.png,True,0.8283,11,95,570,264,337,570,256,256,0.6162,0.576,0.9702,0.8091,0.9915,245.29,751.21,1085.37,0.9858,0.9719,0.0,0.0,0.8375,0.7205,0.9174,0.8475,0.0,0.0,0.9563,0.9162
2315.png,True,0.7236,0,202,568,285,167,570,128,256,0.8804,0.7988,0.972,0.8928,0.977,252.0,435.24,787.87,0.9854,0.9712,0.7348,0.5808,0.8031,0.671,0.8842,0.7924,0.8746,0.7772,1.0,1.0
2848.png,True,0.4727,239,160,568,214,108,446,96,224,0.8406,0.769,0.9733,0.8294,0.9567,242.57,250.16,584.11,0.9861,0.9726,1.0,1.0,0.8255,0.7028,0.7932,0.6573,0.4388,0.2811,1.0,1.0
310.png,True,0.4839,2,89,565,186,193,570,160,256,0.9047,0.8388,0.9562,0.9287,0.9788,147.79,340.11,562.63,0.9762,0.9535,0.7575,0.6096,0.8486,0.737,0.8459,0.733,1.0,1.0,1.0,1.0
1323.png,True,0.3515,47,111,564,197,172,570,128,256,0.6909,0.6347,0.9808,0.6813,0.9164,152.43,300.73,522.26,0.9902,0.9805,0.6845,0.5203,0.4705,0.3076,0.0,0.0,1.0,1.0,1.0,1.0
1633.png,True,0.6428,0,158,570,227,137,570,96,256,0.6286,0.5725,0.931,0.8124,0.9598,155.19,227.01,457.6,0.9598,0.9228,0.738,0.5848,0.0,0.0,0.9132,0.8403,0.1609,0.0875,1.0,1.0
997.png,True,0.6323,1,120,503,198,156,570,128,256,0.7257,0.6723,0.9639,0.8648,0.9563,149.48,304.81,524.9,0.9898,0.9799,0.7853,0.6465,0.5788,0.4073,1.0,1.0,0.0,0.0,1.0,1.0
2633.png,True,0.8445,0,196,569,314,236,570,160,256,0.7758,0.6548,0.9728,0.8323,0.9859,152.95,344.09,567.22,0.9894,0.9791,0.6955,0.5331,0.841,0.7256,0.6874,0.5237,0.5762,0.4047,0.8652,0.7625
2991.png,True,0.4279,20,136,521,273,273,570,192,256,0.7258,0.6703,0.9869,0.8994,0.9615,170.13,405.17,645.16,0.9934,0.9869,0.6401,0.4707,0.0,0.0,1.0,1.0,0.7216,0.5644,1.0,1.0
596.png,True,0.6811,1,213,569,285,144,570,128,256,0.9184,0.8598,0.9688,0.9021,0.9864,154.1,284.52,505.09,0.9821,0.9648,0.7854,0.6467,1.0,1.0,0.9004,0.8189,0.8427,0.7281,1.0,1.0
629.png,True,0.8575,10,125,508,277,304,570,224,256,0.7611,0.6531,0.9658,0.8314,0.9792,160.52,461.01,700.21,0.9816,0.9639,0.4924,0.3266,0.9272,0.8643,0.8263,0.704,0.4941,0.3281,0.8452,0.7319
2718.png,True,0.6339,217,121,567,185,128,475,96,224,0.7804,0.7415,0.9837,0.8032,0.9837,150.0,227.16,446.31,0.9914,0.9829,0.8274,0.7056,1.0,1.0,0.0,0.0,0.8639,0.7603,1.0,1.0
2823.png,True,0.4144,2,84,528,142,116,570,96,256,0.7984,0.689,0.9346,0.8054,0.9509,154.48,224.53,448.45,0.9661,0.9345,0.7045,0.5438,0.8143,0.6868,0.6519,0.4835,0.6538,0.4857,1.0,1.0
1853.png,True,0.5394,0,206,566,249,87,570,64,256,0.775,0.7432,0.9493,0.9455,0.9457,150.93,164.62,383.02,0.9734,0.9483,0.6763,0.5109,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2982.png,True,0.585,12,175,569,254,159,570,128,256,0.8,0.7183,0.9792,0.7536,0.9352,544.67,559.75,1197.94,0.99,0.9802,0.6837,0.5194,1.0,1.0,0.4237,0.2688,0.7025,0.5414,1.0,1.0
467.png,False,0.0,0,0,570,380,380,570,256,256,0.7848,0.7064,0.9902,0.877,0.982,151.49,524.33,747.5,0.9955,0.9911,0.3661,0.224,0.7415,0.5892,0.6054,0.4341,1.0,1.0,1.0,1.0
1549.png,True,0.5369,2,156,568,216,120,570,96,256,0.6548,0.568,0.963,0.7205,0.948,165.76,228.51,464.09,0.9829,0.9664,0.6844,0.5202,0.6151,0.4442,0.6463,0.4774,0.0,0.0,1.0,1.0
2102.png,True,0.9077,18,103,568,230,255,570,192,256,0.6856,0.5973,0.9492,0.8507,0.969,148.81,413.3,632.36,0.9733,0.9479,0.5929,0.4213,0.0,0.0,0.8732,0.775,0.8276,0.7059,0.8465,0.7339
2178.png,True,0.623,10,117,568,212,191,570,160,256,0.8939,0.8372,0.9655,0.9263,0.9762,152.81,348.54,582.35,0.9816,0.9639,0.6425,0.4733,1.0,1.0,0.7391,0.5861,1.0,1.0,1.0,1.0
2442.png,True,0.6219,1,183,569,258,151,570,128,256,0.8819,0.8094,0.9783,0.8837,0.9573,236.99,434.95,801.9,0.9886,0.9774,0.7044,0.5437,0.8412,0.726,1.0,1.0,0.7572,0.6092,1.0,1.0
213.png,True,0.6431,0,142,549,240,196,570,160,256,0.7658,0.7174,0.9067,0.7634,0.9239,239.49,529.49,860.83,0.9459,0.8974,0.7806,0.6402,1.0,1.0,0.8681,0.7669,0.0,0.0,1.0,1.0
1915.png,True,0.6624,1,79,456,164,169,570,128,256,0.8992,0.8388,0.9722,0.9014,0.9832,225.01,438.04,753.3,0.9853,0.971,0.6315,0.4614,0.8852,0.7941,0.893,0.8066,1.0,1.0,1.0,1.0
2378.png,True,0.8453,1,91,569,199,216,570,160,256,0.8247,0.7138,0.9588,0.8554,0.9766,246.31,505.47,851.42,0.9793,0.9594,0.7669,0.622,0.6661,0.4994,0.8996,0.8175,0.8148,0.6875,0.8214,0.697
804.png,True,0.5891,0,183,570,246,127,570,96,256,0.9657,0.9423,0.9833,0.9713,0.9713,225.94,349.23,661.9,0.9913,0.9827,0.8031,0.6709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3037.png,True,0.7257,164,140,563,266,252,546,192,256,0.7528,0.6765,0.9565,0.7969,0.983,244.49,637.93,976.19,0.9755,0.9522,0.1241,0.0662,0.8261,0.7037,1.0,1.0,0.8794,0.7848,0.7115,0.5522
2351.png,True,0.6664,1,147,570,242,191,570,160,256,0.8084,0.747,0.979,0.8242,0.9869,153.01,346.06,581.94,0.9892,0.9786,0.7427,0.5908,0.8711,0.7716,1.0,1.0,0.2474,0.1412,1.0,1.0
1289.png,False,0.0,0,0,570,380,380,570,256,256,0.9249,0.8781,0.9964,0.9305,0.9623,165.9,524.73,758.71,0.9982,0.9963,0.8265,0.7042,0.7247,0.5683,1.0,1.0,1.0,1.0,1.0,1.0
1580.png,True,0.6814,3,99,567,204,209,570,160,256,0.726,0.6552,0.9728,0.8794,0.9646,150.02,352.77,571.39,0.9868,0.974,0.7906,0.6536,0.0,0.0,0.7913,0.6547,0.787,0.6488,1.0,1.0
2484.png,True,0.8084,0,135,560,250,231,570,160,256,0.8223,0.736,0.9743,0.8049,0.9789,153.3,340.55,563.89,0.9851,0.9706,0.6366,0.4669,0.7632,0.617,0.5661,0.3948,0.983,0.9666,1.0,1.0
2779.png,True,0.6624,0,124,569,218,188,570,128,256,0.9219,0.8724,0.9677,0.923,0.9772,152.38,302.21,522.38,0.982,0.9647,0.6828,0.5184,1.0,1.0,0.913,0.8399,0.9536,0.9113,1.0,1.0
1756.png,True,0.5926,5,188,568,270,164,570,128,256,0.8948,0.8319,0.9787,0.9222,0.978,148.2,289.18,509.07,0.989,0.9783,0.6497,0.4812,0.917,0.8467,1.0,1.0,0.8131,0.685,1.0,1.0
2995.png,True,0.6975,0,97,569,172,151,570,128,256,0.9168,0.8589,0.9812,0.9369,0.9886,152.27,300.12,523.6,0.9898,0.9798,0.8155,0.6885,1.0,1.0,0.9195,0.851,0.7762,0.6342,1.0,1.0
616.png,True,0.4897,9,216,568,263,95,570,64,256,0.9628,0.9382,0.9815,0.9768,0.9768,151.97,163.08,383.5,0.9903,0.9808,0.7867,0.6484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2272.png,True,0.7536,0,28,435,177,251,570,192,256,0.8541,0.7802,0.9864,0.8599,0.9673,155.77,429.47,655.35,0.9937,0.9875,0.7628,0.6165,0.8297,0.709,0.5385,0.3684,1.0,1.0,1.0,1.0
2171.png,True,0.6994,25,123,569,224,201,570,160,256,0.6309,0.5529,0.9375,0.8091,0.9717,153.88,345.47,568.32,0.978,0.957,0.5248,0.3557,0.0,0.0,0.8344,0.7159,0.4479,0.2886,1.0,1.0
1210.png,True,0.8164,0,176,568,253,153,570,128,256,0.9145,0.8527,0.9625,0.8809,0.9618,163.59,291.36,524.95,0.9787,0.9583,0.7973,0.6629,1.0,1.0,0.8511,0.7408,0.8598,0.7541,1.0,1.0
2476.png,False,0.0,0,0,570,380,380,570,256,256,0.6615,0.5796,0.992,0.919,0.9707,151.89,551.09,772.81,0.9959,0.9919,0.0,0.0,1.0,1.0,0.5455,0.375,0.7281,0.5725,0.6997,0.5381
1995.png,True,0.6978,3,106,560,184,156,570,128,256,0.7183,0.6523,0.9758,0.9295,0.9814,157.31,289.05,516.07,0.9868,0.974,0.7043,0.5436,0.0,0.0,0.6867,0.5228,0.9323,0.8732,1.0,1.0
2308.png,True,0.7537,0,204,568,287,167,570,128,256,0.8318,0.7306,0.9636,0.8127,0.9609,148.44,309.43,528.33,0.9806,0.9619,0.702,0.5409,0.743,0.591,0.826,0.7036,0.7392,0.5863,1.0,1.0
1539.png,True,0.6482,1,97,569,198,201,570,160,256,0.8318,0.7302,0.9748,0.8551,0.9686,156.15,880.57,1121.67,0.9885,0.9773,0.7732,0.6303,0.7355,0.5816,0.7492,0.599,0.7443,0.5927,1.0,1.0
673.png,True,0.7179,161,140,569,234,188,552,128,256,0.7563,0.7001,0.9579,0.9296,0.9809,150.03,544.78,849.43,0.9774,0.9557,0.0,0.0,0.7749,0.6325,0.8971,0.8134,0.8883,0.7991,1.0,1.0
389.png,True,0.6046,1,157,531,259,204,570,160,256,0.9303,0.8856,0.9882,0.9796,0.9865,556.45,498.38,1570.27,0.9939,0.9879,0.856,0.7483,0.732,0.5773,1.0,1.0,1.0,1.0,1.0,1.0
1597.png,True,0.592,27,142,568,282,280,570,192,256,0.8727,0.7981,0.9818,0.9269,0.9817,242.74,614.13,947.08,0.9909,0.982,0.6905,0.5273,0.7189,0.5612,0.8361,0.7184,1.0,1.0,1.0,1.0
1046.png,True,0.3791,38,170,568,238,136,570,96,256,0.8803,0.809,0.9762,0.8741,0.9608,239.88,322.38,659.7,0.9874,0.9751,0.7488,0.5985,1.0,1.0,0.6741,0.5084,0.8714,0.7721,1.0,1.0
227.png,True,0.6279,0,178,567,256,156,570,128,256,0.8656,0.8014,0.9765,0.8401,0.9781,235.96,441.92,768.19,0.9871,0.9745,0.8352,0.7171,1.0,1.0,0.8876,0.7978,0.4837,0.319,1.0,1.0
2201.png,True,0.5219,2,131,570,202,143,570,96,256,0.8656,0.7767,0.9579,0.8837,0.9645,238.34,318.19,652.71,0.9764,0.954,0.7714,0.6279,1.0,1.0,0.8938,0.8079,0.7429,0.591,0.8091,0.6794
145.png,False,0.0,0,0,570,380,380,570,256,256,0.9586,0.9337,0.9998,0.9848,0.9848,161.58,559.54,790.57,0.9999,0.9998,0.7519,0.6024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
977.png,True,0.6602,0,226,570,292,132,570,96,256,0.931,0.8787,0.9779,0.9324,0.9852,150.35,224.39,443.84,0.988,0.9763,0.8249,0.702,1.0,1.0,0.908,0.8315,0.8652,0.7624,1.0,1.0
880.png,True,0.4787,2,145,567,198,105,570,96,256,0.8639,0.7887,0.9514,0.8934,0.9751,151.02,225.25,456.19,0.9725,0.9464,0.5846,0.413,1.0,1.0,0.8483,0.7365,0.7778,0.6364,1.0,1.0
623.png,True,0.6122,1,226,570,285,119,570,96,256,0.9502,0.9158,0.9789,0.9552,0.9897,147.37,217.11,432.54,0.9877,0.9757,0.7713,0.6277,1.0,1.0,0.9424,0.8911,1.0,1.0,1.0,1.0
1907.png,True,0.4714,4,95,482,153,116,570,96,256,0.6976,0.6293,0.92,0.7913,0.9355,165.97,224.32,457.99,0.9742,0.9497,0.5973,0.4258,0.0959,0.0503,0.5182,0.3497,1.0,1.0,1.0,1.0
133.png,False,0.0,0,0,570,380,380,570,256,256,0.5533,0.5099,0.9904,0.7624,0.9921,146.23,544.89,763.84,0.9951,0.9902,0.0,0.0,0.8773,0.7814,0.0,0.0,0.4472,0.288,1.0,1.0
2801.png,True,0.4758,251,96,568,228,264,430,192,224,0.6511,0.569,0.9789,0.6507,0.9447,150.72,366.15,586.48,0.9907,0.9816,0.56,0.3889,0.5769,0.4054,1.0,1.0,0.7793,0.6383,0.0,0.0
1515.png,True,0.5782,0,180,565,251,143,570,96,256,0.7984,0.675,0.9712,0.8283,0.9684,152.48,237.53,459.65,0.9851,0.9707,0.8004,0.6673,0.7769,0.6352,0.7978,0.6636,0.7027,0.5417,0.7276,0.5718
897.png,True,0.4395,0,135,568,195,120,570,96,256,0.8463,0.7853,0.9774,0.8414,0.9686,154.5,220.67,442.28,0.988,0.9762,0.8645,0.7613,1.0,1.0,0.8555,0.7475,0.3697,0.2268,1.0,1.0
2248.png,True,0.3208,151,141,399,225,168,422,128,192,0.6815,0.6065,0.9359,0.7356,0.9828,150.3,272.49,492.38,0.9654,0.933,1.0,1.0,0.6991,0.5374,0.0,0.0,0.5323,0.3627,0.8924,0.8057
