fname,detected,roi_confidence,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
658.png,True,0.0518,0,102,234,186,134,256,160,256,0.6991,0.6405,0.9819,0.8076,0.9653,41.03,410.39,2051.82,0.9908,0.9817,0.6215,0.4509,0.5823,0.4107,1.0,1.0,0.0,0.0,1.0,1.0
726.png,True,0.0861,0,46,256,120,118,256,128,256,0.8044,0.7834,0.9856,0.992,0.992,41.8,340.83,776.98,0.9925,0.9851,0.8339,0.7151,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
864.png,True,0.1953,0,110,256,142,52,256,64,256,0.6153,0.5775,0.9474,0.7934,0.9664,38.34,167.71,771.61,0.9703,0.9423,0.7965,0.6618,1.0,1.0,0.0,0.0,0.9253,0.8609,0.0,0.0
1086.png,True,0.0669,0,80,242,206,202,256,224,256,0.8681,0.7904,0.984,0.9273,0.9789,37.68,516.94,1071.12,0.9924,0.9849,0.7276,0.5719,0.7549,0.6063,0.7336,0.5792,1.0,1.0,1.0,1.0
545.png,True,0.4985,0,124,256,158,54,256,64,256,0.9453,0.9006,0.9429,0.9772,0.9876,40.69,199.75,1302.53,0.9601,0.9232,0.8808,0.787,1.0,1.0,0.8747,0.7773,0.9563,0.9163,1.0,1.0
1488.png,True,0.1542,0,122,256,160,60,256,64,256,0.8162,0.783,0.9723,0.8261,0.9775,41.85,228.05,656.56,0.9852,0.9707,0.8012,0.6684,1.0,1.0,1.0,1.0,0.1111,0.0588,1.0,1.0
2325.png,True,0.2433,0,144,256,190,74,256,96,256,0.8362,0.7401,0.9412,0.8949,0.9777,67.92,364.11,967.53,0.9733,0.948,0.8195,0.6942,0.6887,0.5252,0.6567,0.4888,0.8791,0.7843,1.0,1.0
853.png,True,0.2864,0,90,256,152,100,256,128,256,0.8795,0.7945,0.9428,0.9509,0.9861,53.97,449.92,858.64,0.9692,0.9403,0.8615,0.7567,0.8554,0.7474,1.0,1.0,0.7673,0.6224,0.8235,0.7
2684.png,True,0.1549,0,88,256,132,70,256,96,256,0.9033,0.8388,0.9686,0.9597,0.9842,53.86,341.79,929.88,0.9831,0.9667,0.728,0.5723,1.0,1.0,0.8264,0.7042,0.8822,0.7893,1.0,1.0
666.png,True,0.0979,0,102,216,180,124,238,128,256,0.7514,0.7009,0.9749,0.9493,0.9866,46.09,295.7,1420.64,0.9888,0.9779,0.7279,0.5722,0.7916,0.655,1.0,1.0,0.0,0.0,1.0,1.0
58.png,True,0.232,0,98,256,168,112,256,128,256,0.9307,0.8784,0.9716,0.9892,0.9937,39.14,311.74,1490.94,0.9838,0.9681,0.8207,0.696,1.0,1.0,0.8554,0.7473,0.9242,0.8592,1.0,1.0
1388.png,True,0.0393,0,56,184,124,108,202,128,224,0.8515,0.7927,0.9769,0.9846,0.9864,40.14,327.87,935.4,0.9882,0.9766,0.586,0.4144,1.0,1.0,0.535,0.3652,1.0,1.0,1.0,1.0
848.png,True,0.2249,0,94,256,156,100,256,128,256,0.8682,0.7814,0.95,0.9642,0.988,36.66,292.63,785.37,0.972,0.9455,0.8895,0.801,0.8683,0.7673,1.0,1.0,0.7568,0.6087,0.7228,0.5659
2913.png,True,0.2462,0,122,226,170,76,249,96,256,0.6649,0.5785,0.9334,0.9544,0.9856,41.03,252.37,931.61,0.963,0.9286,0.6786,0.5135,0.7593,0.6121,0.5882,0.4167,0.0,0.0,1.0,1.0
2692.png,True,0.2118,0,134,256,176,68,256,96,256,0.8912,0.8129,0.9686,0.9516,0.9835,165.97,629.11,58747.31,0.9834,0.9673,0.8164,0.6898,0.8982,0.8152,0.7945,0.659,1.0,1.0,0.8547,0.7463
2934.png,True,0.4172,0,76,232,152,122,255,128,256,0.8607,0.7738,0.9596,0.9229,0.9886,42.76,339.07,25934.01,0.9741,0.9495,0.7718,0.6285,0.6977,0.5358,1.0,1.0,0.9458,0.8973,0.7746,0.6321
2317.png,True,0.2455,0,144,256,188,70,256,96,256,0.7286,0.6583,0.9271,0.7551,0.9553,44.77,250.06,707.82,0.9588,0.9209,0.8236,0.7002,0.0,0.0,0.8611,0.7561,0.7283,0.5727,1.0,1.0
889.png,True,0.3534,0,104,256,136,52,256,64,256,0.8254,0.7273,0.9388,0.8213,0.9787,40.95,183.98,556.12,0.974,0.9493,0.8538,0.7449,0.5741,0.4026,0.7883,0.6506,0.7626,0.6162,1.0,1.0
634.png,True,0.2874,0,118,256,184,106,256,128,256,0.784,0.6782,0.9351,0.9299,0.9874,40.74,331.6,766.33,0.9691,0.9401,0.4828,0.3182,0.82,0.695,0.7104,0.5509,0.7218,0.5647,1.0,1.0
458.png,True,0.0721,0,58,254,120,100,256,128,256,0.9208,0.8748,0.9868,0.9911,0.9923,46.2,350.18,754.36,0.9932,0.9864,0.8651,0.7623,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,1.0
2449.png,True,0.2067,0,116,256,160,70,256,96,256,0.842,0.7432,0.9564,0.9095,0.9877,57.22,243.29,482.5,0.9774,0.9559,0.7834,0.6439,0.7007,0.5392,0.8026,0.6702,0.7877,0.6498,1.0,1.0
276.png,True,0.2796,0,98,256,126,44,256,64,256,0.818,0.7554,0.9434,0.8272,0.9655,37.82,179.74,456.72,0.9672,0.9364,0.8279,0.7063,1.0,1.0,0.8489,0.7375,0.2643,0.1523,1.0,1.0
1871.png,True,0.5874,36,162,214,184,36,214,64,224,0.5695,0.5222,0.7639,0.5864,0.8881,39.3,171.48,403.42,0.8475,0.7354,1.0,1.0,0.5694,0.398,0.0,0.0,0.0,0.0,1.0,1.0
2087.png,True,0.2745,0,66,256,152,138,256,160,256,0.7248,0.6582,0.9365,0.9656,0.9862,37.59,386.78,590.35,0.9626,0.9279,0.746,0.5949,0.0,0.0,1.0,1.0,0.9417,0.8898,0.6984,0.5366
2419.png,True,0.2101,0,132,256,166,54,256,64,256,0.8997,0.832,0.9611,0.9698,0.986,41.94,180.04,530.08,0.9785,0.9579,0.8074,0.677,1.0,1.0,0.7544,0.6057,0.858,0.7513,1.0,1.0
1663.png,True,0.1612,0,122,210,160,60,231,64,256,0.907,0.853,0.9687,0.9245,0.9678,42.81,195.81,448.28,0.9833,0.9672,0.7649,0.6193,1.0,1.0,1.0,1.0,0.6939,0.5312,1.0,1.0
885.png,True,0.3713,0,102,256,134,52,256,64,256,0.9312,0.8783,0.9596,0.9443,0.9861,38.86,166.18,602.93,0.9751,0.9515,0.8667,0.7647,1.0,1.0,0.9171,0.8469,0.8281,0.7067,1.0,1.0
1745.png,True,0.3761,0,126,256,178,84,256,96,256,0.8945,0.8182,0.9515,0.9257,0.9832,38.75,259.18,731.79,0.9716,0.9449,0.806,0.6751,0.8929,0.8065,1.0,1.0,0.9103,0.8353,0.7861,0.6475
971.png,True,0.2718,0,154,256,182,44,256,64,256,0.9005,0.8372,0.9614,0.9244,0.9851,40.67,178.48,597.19,0.9778,0.9565,0.8833,0.791,1.0,1.0,0.8696,0.7693,0.6723,0.5063,1.0,1.0
589.png,True,0.1856,88,152,256,184,52,185,64,192,0.7824,0.7537,0.9626,0.8192,0.9846,37.99,184.31,496.23,0.9873,0.9749,0.7073,0.5472,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2947.png,True,0.1451,0,112,254,188,122,256,128,256,0.7802,0.6778,0.9543,0.9323,0.9853,55.29,463.38,809.79,0.9751,0.9514,0.7889,0.6514,0.5054,0.3382,0.8422,0.7274,1.0,1.0,0.5697,0.3983
185.png,True,0.1857,0,54,200,112,92,220,96,224,0.8239,0.7117,0.97,0.9699,0.9926,61.68,384.71,873.2,0.9833,0.9672,0.6986,0.5368,0.7718,0.6284,0.7769,0.6351,0.8989,0.8164,0.8142,0.6866
2764.png,True,0.3459,0,106,256,160,86,256,96,256,0.9042,0.8452,0.9572,0.9587,0.9876,63.82,378.78,751.72,0.9731,0.9476,0.6765,0.5111,1.0,1.0,0.8129,0.6848,0.9625,0.9277,1.0,1.0
2841.png,True,0.2516,0,96,168,144,76,185,96,192,0.5177,0.4719,0.8941,0.7736,0.9628,58.89,358.84,806.94,0.9705,0.9426,0.0,0.0,0.0,0.0,0.8283,0.7069,0.3077,0.1818,1.0,1.0
2617.png,True,0.2333,0,148,256,214,106,256,128,256,0.6032,0.4965,0.9281,0.7166,0.9815,62.2,469.93,964.54,0.9719,0.9453,0.6934,0.5307,0.4505,0.2908,0.8149,0.6876,0.0,0.0,0.6883,0.5248
641.png,True,0.1512,0,140,102,162,36,112,64,128,0.7553,0.7231,0.9551,0.7729,0.9268,55.48,215.51,691.31,0.977,0.955,0.5546,0.3837,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2360.png,True,0.2008,0,118,256,186,108,256,128,256,0.8493,0.7858,0.9748,0.8741,0.9893,61.52,471.85,747.22,0.9859,0.9722,0.7469,0.596,1.0,1.0,0.9308,0.8706,0.4324,0.2759,1.0,1.0
2694.png,True,0.2219,0,134,256,178,70,256,96,256,0.8773,0.7961,0.9645,0.9597,0.9862,56.65,388.33,636.44,0.9799,0.9606,0.813,0.6849,0.922,0.8553,0.702,0.5408,1.0,1.0,0.8473,0.735
551.png,True,0.5406,0,124,256,162,60,256,64,256,0.9575,0.9229,0.9656,0.9666,0.9902,55.79,244.72,505.74,0.9738,0.9489,0.8481,0.7363,1.0,1.0,0.9555,0.9147,0.9679,0.9378,1.0,1.0
1162.png,True,0.0694,0,134,256,204,112,256,128,256,0.8676,0.7958,0.9864,0.9729,0.987,74.22,464.85,736.57,0.993,0.9861,0.8326,0.7133,0.8019,0.6694,0.5778,0.4062,1.0,1.0,1.0,1.0
1640.png,True,0.3847,0,110,256,160,80,256,96,256,0.9024,0.8362,0.9212,0.9566,0.9824,58.82,372.23,616.34,0.9503,0.9053,0.7356,0.5818,1.0,1.0,0.8076,0.6773,0.9207,0.853,1.0,1.0
74.png,True,0.0995,0,60,256,102,68,256,96,256,0.7679,0.7242,0.9856,0.8158,0.9897,37.63,227.53,497.54,0.9925,0.9851,0.8581,0.7515,1.0,1.0,0.0,0.0,0.7568,0.6087,1.0,1.0
6.png,True,0.0556,10,8,250,118,151,256,160,256,0.857,0.7887,0.9807,0.9593,0.987,41.47,419.82,693.37,0.9903,0.9809,0.5643,0.3931,0.6579,0.4902,1.0,1.0,0.9292,0.8678,1.0,1.0
344.png,True,0.1322,0,68,256,118,80,256,96,256,0.6731,0.652,0.9723,0.9815,0.9887,40.52,256.45,464.4,0.9847,0.9699,0.1186,0.063,0.9355,0.8788,1.0,1.0,0.0,0.0,1.0,1.0
760.png,True,0.1105,0,112,256,164,84,256,96,256,0.7504,0.699,0.9749,0.819,0.9882,38.32,253.3,568.63,0.9868,0.9739,0.7683,0.6238,1.0,1.0,0.747,0.5962,0.0,0.0,1.0,1.0
278.png,True,0.2284,0,98,256,124,42,256,64,256,0.917,0.8688,0.9653,0.9713,0.9809,37.79,162.4,576.7,0.981,0.9628,0.8642,0.7608,1.0,1.0,0.6569,0.4891,1.0,1.0,1.0,1.0
532.png,True,0.0668,0,106,256,166,96,256,96,256,0.9282,0.8811,0.982,0.9829,0.9859,36.84,228.35,570.04,0.9907,0.9816,0.7694,0.6252,1.0,1.0,0.8094,0.6798,1.0,1.0,1.0,1.0
871.png,True,0.2034,0,108,256,142,54,256,64,256,0.5878,0.5317,0.9436,0.7598,0.9577,37.67,169.76,398.02,0.9683,0.9386,0.8118,0.6832,0.0,0.0,0.0,0.0,0.7946,0.6592,0.9524,0.9091
2081.png,True,0.2907,0,80,246,174,150,256,160,256,0.8038,0.7303,0.9521,0.8538,0.9878,39.42,369.72,656.74,0.974,0.9494,0.2528,0.1447,0.8659,0.7635,0.8743,0.7766,1.0,1.0,0.8556,0.7476
468.png,True,0.0434,18,48,224,172,198,245,224,256,0.7446,0.7158,0.9806,0.9655,0.9852,38.21,548.79,775.86,0.9907,0.9816,0.4769,0.3131,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
873.png,True,0.1824,0,98,256,132,54,256,64,256,0.9746,0.955,0.9768,0.9883,0.9883,36.62,170.29,542.58,0.9873,0.975,0.8604,0.755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289.png,True,0.0511,0,50,256,178,204,256,224,256,0.8113,0.7428,0.9857,0.9524,0.9839,41.54,596.72,808.24,0.9934,0.9869,0.6988,0.537,0.8489,0.7375,0.327,0.1955,1.0,1.0,1.0,1.0
2572.png,True,0.1,0,74,256,146,116,256,128,256,0.9637,0.9343,0.9895,0.9851,0.992,37.4,318.89,631.5,0.9945,0.989,0.8766,0.7804,1.0,1.0,1.0,1.0,0.911,0.8365,1.0,1.0
1013.png,True,0.0389,0,108,204,192,134,224,160,224,0.7232,0.6681,0.9791,0.9781,0.9895,37.69,363.47,574.93,0.9892,0.9787,0.0,0.0,0.5933,0.4217,1.0,1.0,0.7564,0.6082,1.0,1.0
648.png,True,0.2671,0,126,256,192,106,256,128,256,0.8108,0.6925,0.9331,0.8932,0.9812,49.73,309.32,752.1,0.9622,0.9271,0.7849,0.646,0.7153,0.5568,0.7732,0.6303,0.723,0.5661,0.9063,0.8286
775.png,True,0.3581,0,108,256,156,76,256,96,256,0.8647,0.7739,0.9379,0.9501,0.9844,37.28,234.42,482.28,0.9636,0.9298,0.7215,0.5643,0.8292,0.7082,0.8629,0.7588,0.8109,0.6819,1.0,1.0
164.png,True,0.4412,84,82,174,164,132,108,160,128,0.844,0.771,0.9094,0.9569,0.9823,36.97,231.46,511.24,0.9429,0.8919,1.0,1.0,0.6035,0.4322,1.0,1.0,0.5665,0.3952,0.951,0.9065
2162.png,True,0.1546,0,84,234,166,132,256,160,256,0.7269,0.6326,0.9488,0.9118,0.9833,44.54,506.55,757.49,0.973,0.9475,0.2114,0.1182,0.6553,0.4873,0.8448,0.7312,0.6769,0.5116,1.0,1.0
627.png,True,0.3236,0,98,256,192,150,256,160,256,0.8399,0.7317,0.9387,0.9324,0.9867,63.81,555.76,929.68,0.9637,0.9299,0.7857,0.6471,0.8501,0.7393,0.8257,0.7032,0.7208,0.5635,0.8932,0.807
887.png,True,0.3348,0,102,256,136,54,256,64,256,0.9227,0.8651,0.9563,0.9584,0.9874,56.7,248.51,543.49,0.9734,0.9482,0.8655,0.7628,1.0,1.0,0.8946,0.8092,0.8025,0.6701,1.0,1.0
1356.png,True,0.283,0,78,256,144,106,256,128,256,0.8484,0.7661,0.9553,0.8725,0.9901,57.41,453.4,797.64,0.9787,0.9583,0.8665,0.7644,0.8552,0.7471,0.879,0.7842,0.5108,0.343,1.0,1.0
257.png,True,0.032,74,40,256,190,235,200,256,224,0.8933,0.8683,0.9852,0.9943,0.9943,55.4,801.92,1087.86,0.9925,0.9851,0.3673,0.2249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1491.png,True,0.1276,0,96,256,148,84,256,96,256,0.9372,0.8969,0.977,0.9876,0.9918,60.45,380.95,656.43,0.9878,0.976,0.7219,0.5649,1.0,1.0,1.0,1.0,0.9133,0.8405,1.0,1.0
1223.png,True,0.0214,0,68,256,130,100,256,128,256,0.7472,0.7183,0.984,0.8225,0.9767,58.87,454.3,778.32,0.9919,0.9839,0.4916,0.3259,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1579.png,True,0.1986,0,78,256,136,92,256,96,256,0.8879,0.8163,0.9595,0.9253,0.9732,57.1,379.82,671.74,0.9778,0.9565,0.733,0.5786,1.0,1.0,0.8605,0.7551,0.7562,0.6079,1.0,1.0
239.png,True,0.3308,0,88,256,162,118,256,128,256,0.9312,0.8812,0.9628,0.9828,0.9903,62.76,454.84,702.09,0.9767,0.9544,0.7631,0.617,1.0,1.0,0.9228,0.8567,0.9243,0.8593,1.0,1.0
1619.png,True,0.0288,2,54,246,194,224,256,224,256,0.8668,0.809,0.9872,0.9974,0.9975,42.66,514.66,1024.94,0.9935,0.9871,0.5657,0.3944,0.6417,0.4724,1.0,1.0,1.0,1.0,1.0,1.0
2319.png,True,0.26,0,146,256,188,68,256,96,256,0.9371,0.892,0.954,0.9683,0.988,38.32,269.98,480.33,0.9737,0.9487,0.8046,0.6731,1.0,1.0,0.8441,0.7303,1.0,1.0,1.0,1.0
2678.png,True,0.1932,0,88,256,136,76,256,96,256,0.8529,0.7737,0.9518,0.9122,0.9818,42.57,265.93,509.31,0.9733,0.9479,0.6723,0.5064,1.0,1.0,0.8443,0.7306,0.6276,0.4573,1.0,1.0
1551.png,True,0.2248,0,114,256,148,54,256,64,256,0.7917,0.6855,0.9433,0.8733,0.9765,46.29,163.35,452.46,0.9695,0.9409,0.6826,0.5181,0.8254,0.7027,0.7426,0.5906,0.5299,0.3604,1.0,1.0
931.png,True,0.2355,116,148,256,176,44,154,64,160,0.6061,0.568,0.8509,0.7896,0.8606,38.36,142.77,452.71,0.9187,0.8496,0.7155,0.557,0.0027,0.0013,1.0,1.0,0.0,0.0,1.0,1.0
2346.png,True,0.214,0,92,256,176,134,256,160,256,0.7494,0.692,0.9753,0.8036,0.9914,41.16,372.45,613.43,0.9863,0.9731,0.75,0.6,0.9334,0.8751,0.8264,0.7041,0.0,0.0,1.0,1.0
1300.png,True,0.174,0,162,144,180,28,158,32,160,0.577,0.5406,0.889,0.7343,0.856,38.56,100.2,349.56,0.9442,0.8942,0.0,0.0,0.0,0.0,1.0,1.0,0.518,0.3495,1.0,1.0
2264.png,True,0.0673,0,32,240,132,160,256,160,256,0.7518,0.7015,0.9788,0.9776,0.9883,42.36,386.3,710.06,0.9891,0.9785,0.7248,0.5684,0.7966,0.662,1.0,1.0,1.0,1.0,0.0,0.0
194.png,True,0.0955,0,60,170,108,76,187,96,192,0.7452,0.6369,0.9516,0.9036,0.968,41.25,248.02,495.49,0.9753,0.9519,0.6439,0.4748,0.7828,0.6431,1.0,1.0,0.6654,0.4986,0.4038,0.2529
1309.png,True,0.1603,18,84,242,136,84,256,96,256,0.8984,0.8302,0.9686,0.9335,0.9732,43.23,259.18,595.89,0.984,0.9684,0.8154,0.6884,0.7566,0.6085,1.0,1.0,0.8343,0.7157,1.0,1.0
2968.png,True,0.0779,0,84,216,164,128,238,128,256,0.7728,0.7306,0.9848,0.809,0.9827,41.81,349.55,664.36,0.9922,0.9845,0.7915,0.655,0.8533,0.7442,1.0,1.0,1.0,1.0,0.0,0.0
895.png,True,0.1943,0,100,256,134,54,256,64,256,0.9513,0.914,0.9729,0.9887,0.9916,36.96,162.93,524.89,0.9851,0.9706,0.8622,0.7579,1.0,1.0,0.8606,0.7554,1.0,1.0,1.0,1.0
1016.png,True,0.0335,0,102,208,180,124,229,128,256,0.8311,0.8288,0.973,0.9955,0.9955,44.72,319.94,539.71,0.9863,0.973,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1657.png,True,0.1593,0,122,174,156,54,191,64,192,0.9131,0.8597,0.9615,0.9402,0.9739,37.14,154.43,373.75,0.9791,0.9591,0.7581,0.6104,1.0,1.0,1.0,1.0,0.7413,0.589,1.0,1.0
1343.png,True,0.0748,0,132,256,190,92,256,96,256,0.817,0.7399,0.9759,0.8378,0.9647,37.79,255.0,742.76,0.9885,0.9773,0.8397,0.7236,0.479,0.3149,1.0,1.0,0.5949,0.4234,1.0,1.0
96.png,True,0.3522,0,108,246,168,96,256,96,256,0.6898,0.6016,0.9352,0.8013,0.9864,38.18,235.44,513.54,0.9626,0.9279,0.6782,0.5131,0.7371,0.5837,0.8162,0.6895,0.9449,0.8955,0.0,0.0
1003.png,True,0.0921,0,78,256,124,74,256,96,256,0.7657,0.7222,0.9784,0.7988,0.9741,37.33,278.03,528.21,0.9886,0.9775,0.7236,0.5669,1.0,1.0,0.8821,0.789,0.0,0.0,1.0,1.0
1325.png,True,0.0962,24,78,256,136,92,255,96,256,0.9415,0.9014,0.9861,0.9862,0.9929,40.04,233.22,434.44,0.9927,0.9855,0.7671,0.6222,0.8893,0.8007,1.0,1.0,1.0,1.0,1.0,1.0
337.png,True,0.2329,0,76,256,136,96,256,96,256,0.8806,0.8131,0.964,0.873,0.9828,38.47,347.22,563.42,0.9807,0.9621,0.7021,0.541,1.0,1.0,0.9329,0.8743,0.668,0.5015,1.0,1.0
516.png,True,0.2696,0,70,256,114,70,256,96,256,0.7655,0.6741,0.9331,0.8321,0.9721,55.5,346.66,655.99,0.9626,0.9278,0.7356,0.5817,0.257,0.1475,0.8037,0.6718,0.8341,0.7155,1.0,1.0
203.png,True,0.3019,130,80,194,96,26,76,32,96,0.2687,0.2328,0.8811,0.4966,0.8739,56.27,112.15,452.23,0.9457,0.897,0.0,0.0,0.0,0.0,0.6667,0.5,0.0,0.0,0.0,0.0
2941.png,True,0.2629,0,98,256,166,108,256,128,256,0.756,0.6733,0.9745,0.7399,0.9866,54.8,442.35,709.17,0.985,0.9704,0.7472,0.5964,1.0,1.0,0.331,0.1983,0.9673,0.9367,0.5054,0.3381
2145.png,True,0.058,0,74,248,168,150,256,160,256,0.8811,0.8345,0.9768,0.952,0.9815,56.68,542.4,997.15,0.988,0.9762,0.4444,0.2857,0.8541,0.7453,1.0,1.0,1.0,1.0,1.0,1.0
2066.png,True,0.2731,0,70,254,176,170,256,192,256,0.7183,0.6437,0.9542,0.8931,0.9904,54.3,675.55,990.76,0.9759,0.953,0.0,0.0,0.8407,0.7252,0.8706,0.7708,0.6691,0.5027,0.9533,0.9107
503.png,True,0.2861,0,60,256,118,92,256,96,256,0.922,0.866,0.963,0.9763,0.9889,56.78,341.89,727.49,0.9782,0.9573,0.7676,0.6229,1.0,1.0,0.866,0.7637,0.9201,0.852,1.0,1.0
2769.png,True,0.2331,0,104,256,158,86,256,96,256,0.9257,0.8728,0.9702,0.9758,0.9896,57.27,365.99,623.79,0.9828,0.9662,0.8026,0.6703,1.0,1.0,0.8141,0.6865,0.9549,0.9137,1.0,1.0
1765.png,True,0.3969,8,122,256,196,118,256,128,256,0.6931,0.6161,0.9132,0.9239,0.9755,57.45,415.98,671.5,0.9456,0.8967,0.0,0.0,0.5734,0.4019,0.7598,0.6126,0.8796,0.7851,1.0,1.0
2888.png,True,0.2336,0,84,242,152,108,256,128,256,0.5766,0.483,0.9415,0.7471,0.9857,40.5,337.4,722.46,0.9668,0.9357,0.7839,0.6446,0.3278,0.196,0.498,0.3316,0.8828,0.7902,0.0,0.0
1719.png,True,0.1729,0,136,230,186,80,253,96,256,0.8681,0.7918,0.9643,0.9562,0.9872,37.65,246.46,620.92,0.9805,0.9618,0.6551,0.487,1.0,1.0,0.8356,0.7176,0.7377,0.5844,1.0,1.0
1690.png,True,0.1704,0,146,256,204,92,256,96,256,0.9068,0.8432,0.9664,0.9523,0.9871,36.59,230.01,443.78,0.9817,0.9641,0.7384,0.5853,0.8472,0.7348,1.0,1.0,0.8732,0.775,1.0,1.0
1076.png,True,0.0506,0,82,220,198,186,242,192,256,0.9642,0.9406,0.9907,0.9911,0.9911,37.7,439.3,637.19,0.9953,0.9905,0.7899,0.6528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2840.png,True,0.5067,90,94,174,144,80,100,96,128,0.6506,0.6053,0.7906,0.7055,0.9453,37.23,162.73,679.01,0.944,0.894,1.0,1.0,0.0553,0.0284,0.7847,0.6457,0.1195,0.0636,1.0,1.0
