fname,detected,roi_confidence,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
2087.png,True,0.8537,0,63,256,171,108,256,128,256,0.7214,0.6538,0.9102,0.9508,0.9804,2.02,372.91,2576.73,0.9452,0.8961,0.7341,0.58,0.0,0.0,1.0,1.0,0.9576,0.9187,0.6913,0.5282
2419.png,True,0.8888,0,86,256,179,93,256,96,256,0.9047,0.8397,0.9778,0.9769,0.9899,1.56,260.26,2100.1,0.9882,0.9767,0.8034,0.6714,1.0,1.0,0.7724,0.6293,0.864,0.7606,1.0,1.0
1663.png,False,0.8811,0,104,256,168,64,256,64,256,0.9342,0.889,0.9788,0.9778,0.9895,1.71,220.26,2628.67,0.9888,0.9778,0.8056,0.6745,1.0,1.0,1.0,1.0,0.8108,0.6818,1.0,1.0
885.png,True,0.8793,0,73,256,152,79,256,96,256,0.9261,0.8711,0.9697,0.9751,0.9922,1.68,254.33,1497.03,0.9827,0.966,0.836,0.7182,1.0,1.0,0.9154,0.844,0.8223,0.6982,1.0,1.0
1745.png,True,0.7006,0,82,256,203,121,256,128,256,0.8928,0.8158,0.9633,0.9372,0.9877,1.6,333.95,1573.66,0.9803,0.9614,0.786,0.6475,0.8858,0.7951,1.0,1.0,0.8977,0.8143,0.807,0.6765
971.png,True,0.8024,0,124,256,192,68,256,96,256,0.901,0.8357,0.9701,0.9385,0.9866,1.42,242.3,1857.91,0.9837,0.9679,0.883,0.7905,1.0,1.0,0.817,0.6906,0.7222,0.5652,1.0,1.0
589.png,False,0.8042,0,129,256,193,64,256,64,256,0.7808,0.7521,0.9742,0.8296,0.9891,1.53,250.23,2608.3,0.9902,0.9806,0.6946,0.5321,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2947.png,True,0.8816,0,116,256,198,82,256,96,256,0.7795,0.6738,0.9325,0.9238,0.9801,1.5,228.65,1502.33,0.9612,0.9253,0.7868,0.6485,0.5297,0.3603,0.833,0.7138,1.0,1.0,0.5661,0.3948
185.png,True,0.8499,0,55,256,129,74,256,96,256,0.6449,0.5471,0.9585,0.7739,0.9802,1.6,231.51,2389.7,0.9783,0.9576,0.8193,0.6939,0.7388,0.5858,0.5025,0.3355,0.8304,0.7101,0.0,0.0
2764.png,True,0.6591,0,63,256,174,111,256,128,256,0.9077,0.8516,0.9692,0.9583,0.99,1.7,308.26,2695.76,0.9817,0.964,0.6738,0.508,1.0,1.0,0.822,0.6977,0.969,0.9399,1.0,1.0
2841.png,False,0.6759,0,94,256,158,64,256,64,256,0.499,0.4598,0.9085,0.7052,0.9532,1.58,162.54,2644.66,0.9739,0.9491,0.0,0.0,0.0361,0.0184,0.8284,0.7071,0.1554,0.0842,1.0,1.0
2617.png,True,0.6932,0,113,256,244,131,256,160,256,0.6341,0.5371,0.9551,0.7105,0.9856,1.91,534.84,2241.13,0.9792,0.9592,0.7449,0.5935,0.4645,0.3025,0.8768,0.7806,0.0,0.0,0.7395,0.5866
641.png,True,0.8098,0,105,256,179,74,256,96,256,0.4041,0.3735,0.9495,0.6419,0.9596,2.02,337.2,2276.35,0.9745,0.9502,0.4504,0.2907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2360.png,True,0.8075,0,57,256,189,132,256,160,256,0.6435,0.5804,0.9653,0.8363,0.9885,1.4,369.87,2051.52,0.982,0.9646,0.632,0.462,0.0,0.0,0.9286,0.8667,0.3182,0.1892,1.0,1.0
2694.png,True,0.8009,0,89,256,191,102,256,128,256,0.8776,0.7945,0.9733,0.9418,0.9797,1.54,334.15,1534.62,0.9857,0.9718,0.794,0.6584,0.8926,0.806,0.7423,0.5902,1.0,1.0,0.8511,0.7407
551.png,True,0.6966,0,68,256,179,111,256,128,256,0.9515,0.9146,0.9778,0.9725,0.9932,1.45,311.53,2514.82,0.9863,0.9729,0.808,0.6779,1.0,1.0,0.9499,0.9046,0.9648,0.9319,1.0,1.0
1162.png,True,0.8256,0,115,256,218,103,256,128,256,0.8425,0.7747,0.9837,0.9457,0.9801,1.54,320.63,1921.61,0.9918,0.9837,0.8285,0.7072,0.8218,0.6976,0.4127,0.26,1.0,1.0,1.0,1.0
1640.png,True,0.8814,0,60,256,167,107,256,128,256,0.8639,0.7823,0.9307,0.8916,0.9798,1.61,304.23,1595.91,0.963,0.9287,0.738,0.5848,1.0,1.0,0.7772,0.6355,0.7051,0.5446,1.0,1.0
74.png,False,0.8692,0,45,256,109,64,256,64,256,0.7579,0.7102,0.9816,0.8158,0.9907,1.96,239.13,2493.09,0.9904,0.9809,0.8306,0.7103,1.0,1.0,0.0,0.0,0.7262,0.5701,1.0,1.0
6.png,True,0.8067,0,35,255,128,93,255,96,256,0.8669,0.8001,0.9717,0.959,0.9869,1.42,223.15,2061.3,0.9854,0.9713,0.5688,0.3974,0.7101,0.5505,1.0,1.0,0.9371,0.8817,1.0,1.0
344.png,True,0.8705,0,53,256,136,83,256,96,256,0.8378,0.8151,0.9711,0.9889,0.9892,1.4,223.69,1905.67,0.9841,0.9687,0.1185,0.063,0.9242,0.8591,1.0,1.0,1.0,1.0,1.0,1.0
760.png,True,0.7825,0,113,256,182,69,256,96,256,0.7463,0.6968,0.9737,0.8132,0.9844,1.7,225.22,1819.94,0.9861,0.9727,0.8428,0.7283,1.0,1.0,0.6487,0.4801,0.0,0.0,1.0,1.0
278.png,True,0.8475,0,63,256,142,79,256,96,256,0.929,0.8824,0.9805,0.9731,0.9809,1.4,241.81,2553.63,0.9897,0.9796,0.8308,0.7106,1.0,1.0,0.7535,0.6044,1.0,1.0,1.0,1.0
532.png,True,0.9547,0,110,256,183,73,256,96,256,0.8919,0.8347,0.9704,0.9505,0.9609,1.44,218.09,2806.68,0.9848,0.97,0.6936,0.5309,1.0,1.0,0.6732,0.5074,1.0,1.0,1.0,1.0
871.png,True,0.8339,0,69,256,160,91,256,96,256,0.6964,0.6292,0.9751,0.787,0.9687,2.85,342.64,1573.25,0.9866,0.9736,0.8425,0.7278,0.0,0.0,1.0,1.0,0.853,0.7437,0.4961,0.3299
2081.png,True,0.8112,0,74,256,215,141,256,160,256,0.7972,0.7148,0.94,0.8614,0.986,1.5,366.36,2965.52,0.9657,0.9336,0.2935,0.172,0.8151,0.6879,0.8879,0.7983,1.0,1.0,0.8212,0.6967
468.png,True,0.8486,0,118,256,209,91,256,96,256,0.934,0.9036,0.9777,0.9768,0.9768,1.57,224.52,1809.84,0.9885,0.9773,0.6153,0.4443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
873.png,True,0.8503,0,72,256,150,78,256,96,256,0.9753,0.9563,0.9835,0.9932,0.9932,1.44,234.72,2625.26,0.9912,0.9826,0.8604,0.755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289.png,True,0.8562,0,110,256,201,91,256,96,256,0.8012,0.7285,0.9703,0.9359,0.9754,1.49,238.36,2427.07,0.9863,0.973,0.648,0.4792,0.8331,0.7139,0.3399,0.2047,1.0,1.0,1.0,1.0
2572.png,True,0.9015,0,66,256,162,96,256,96,256,0.9648,0.9361,0.9876,0.9904,0.9947,1.89,341.49,2822.89,0.9934,0.9869,0.8814,0.7879,1.0,1.0,1.0,1.0,0.9139,0.8415,1.0,1.0
1013.png,True,0.8781,0,117,256,218,101,256,128,256,0.7082,0.6537,0.9737,0.9669,0.9823,1.88,423.23,1679.28,0.9864,0.9732,0.0,0.0,0.5013,0.3345,1.0,1.0,0.7612,0.6145,1.0,1.0
648.png,True,0.6712,0,114,256,206,92,256,96,256,0.7855,0.6612,0.9174,0.858,0.9681,1.49,223.98,1841.91,0.9506,0.9059,0.7674,0.6225,0.6963,0.5341,0.7855,0.6467,0.6179,0.4471,0.8956,0.8109
775.png,True,0.7217,0,58,256,176,118,256,128,256,0.8657,0.7767,0.9576,0.9632,0.99,1.51,320.71,2975.6,0.9771,0.9552,0.7251,0.5688,0.7816,0.6414,0.8676,0.7662,0.8429,0.7284,1.0,1.0
164.png,True,0.7083,0,82,256,194,112,256,128,256,0.5277,0.4585,0.9573,0.9624,0.9879,1.41,304.46,1745.85,0.9765,0.9541,0.0,0.0,0.6129,0.4419,0.0,0.0,0.6344,0.4646,0.9422,0.8907
2162.png,True,0.7356,0,55,256,168,113,256,128,256,0.7564,0.6591,0.9497,0.8815,0.9809,1.68,316.45,1581.99,0.9724,0.9462,0.3051,0.18,0.7112,0.5518,0.8483,0.7366,0.7014,0.5402,1.0,1.0
627.png,True,0.7314,0,103,256,196,93,256,96,256,0.8293,0.7122,0.9004,0.8832,0.9723,1.52,219.65,1485.24,0.9352,0.8783,0.7681,0.6235,0.8263,0.704,0.8476,0.7355,0.7873,0.6492,0.8111,0.6823
887.png,True,0.8652,0,74,256,152,78,256,96,256,0.9157,0.8557,0.9655,0.9833,0.992,2.16,361.3,1582.07,0.9803,0.9613,0.854,0.7452,1.0,1.0,0.8892,0.8004,0.771,0.6273,1.0,1.0
1356.png,True,0.8854,0,61,256,158,97,256,128,256,0.8441,0.7643,0.9528,0.8698,0.9901,1.94,414.06,1779.6,0.9777,0.9564,0.8868,0.7967,0.8653,0.7625,0.8666,0.7646,0.4684,0.3058,1.0,1.0
257.png,True,0.9696,0,47,256,246,199,256,224,256,0.887,0.8637,0.9854,0.9906,0.9906,1.53,532.96,3489.58,0.9926,0.9854,0.3291,0.197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1491.png,False,0.8804,0,91,256,155,64,256,64,256,0.9393,0.9007,0.9697,0.9916,0.9935,1.45,163.68,1774.48,0.9836,0.9678,0.7178,0.5598,1.0,1.0,1.0,1.0,0.9342,0.8766,1.0,1.0
1223.png,True,0.8459,0,74,256,148,74,256,96,256,0.5703,0.542,0.9746,0.8198,0.9725,1.41,223.07,2892.69,0.987,0.9743,0.4348,0.2778,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1579.png,True,0.7769,0,63,256,145,82,256,96,256,0.8792,0.8034,0.9499,0.9233,0.9704,1.36,223.63,2897.14,0.9721,0.9457,0.7435,0.5917,1.0,1.0,0.8263,0.704,0.7331,0.5786,1.0,1.0
239.png,True,0.7453,0,39,256,190,151,256,160,256,0.9363,0.8876,0.9697,0.978,0.9909,1.92,538.53,2951.4,0.982,0.9646,0.8102,0.6809,1.0,1.0,0.9254,0.8612,0.9004,0.8188,1.0,1.0
1619.png,True,0.7706,0,137,256,229,92,256,96,256,0.8728,0.8142,0.9778,0.9896,0.9916,1.48,226.35,1997.54,0.9886,0.9774,0.6445,0.4755,0.6035,0.4322,1.0,1.0,1.0,1.0,1.0,1.0
2319.png,True,0.8604,0,129,256,202,73,256,96,256,0.9455,0.9047,0.9614,0.979,0.9911,1.91,231.72,2319.3,0.9781,0.9572,0.8409,0.7255,1.0,1.0,0.8541,0.7454,1.0,1.0,1.0,1.0
2678.png,True,0.9186,0,67,256,145,78,256,96,256,0.8357,0.7569,0.9508,0.8889,0.979,1.43,233.37,1427.95,0.9728,0.9471,0.6445,0.4755,1.0,1.0,0.856,0.7482,0.5411,0.3709,1.0,1.0
1551.png,True,0.8323,0,89,256,158,69,256,96,256,0.8255,0.7216,0.9576,0.9156,0.9832,1.97,231.35,2388.41,0.9774,0.9558,0.7269,0.571,0.7936,0.6578,0.7521,0.6027,0.703,0.5421,1.0,1.0
931.png,True,0.833,0,118,256,211,93,256,96,256,0.8897,0.8501,0.9714,0.9865,0.9925,1.37,341.4,2427.5,0.985,0.9705,0.4315,0.2751,0.922,0.8553,1.0,1.0,1.0,1.0,1.0,1.0
2346.png,True,0.8243,0,67,256,179,112,256,128,256,0.7314,0.6691,0.9701,0.809,0.9893,1.6,436.94,1632.56,0.9828,0.9661,0.6945,0.532,0.9449,0.8956,0.7659,0.6206,0.0,0.0,1.0,1.0
1300.png,True,0.8041,0,127,256,201,74,256,96,256,0.7468,0.6947,0.9734,0.9695,0.9955,2.07,339.0,1558.06,0.9867,0.9738,0.0,0.0,0.7208,0.5635,1.0,1.0,0.7735,0.6306,1.0,1.0
2264.png,True,0.8988,0,64,256,162,98,256,128,256,0.3938,0.3369,0.9626,0.9463,0.9767,1.37,283.58,2056.23,0.9811,0.9629,0.6477,0.479,0.7339,0.5797,0.0,0.0,0.0,0.0,0.0,0.0
194.png,True,0.8981,0,43,256,131,88,256,96,256,0.7255,0.6142,0.9679,0.8849,0.962,1.48,221.44,2670.17,0.9841,0.9687,0.6184,0.4476,0.75,0.6,1.0,1.0,0.5415,0.3713,0.459,0.2979
1309.png,False,0.922,0,79,256,143,64,256,64,256,0.8896,0.8172,0.9552,0.9358,0.973,1.41,160.26,1506.83,0.9765,0.954,0.8057,0.6746,0.7469,0.5961,1.0,1.0,0.8085,0.6786,1.0,1.0
2968.png,True,0.8155,0,78,256,191,113,256,128,256,0.7663,0.7218,0.9813,0.8037,0.9789,1.38,291.86,1758.42,0.9903,0.9807,0.7527,0.6035,0.8547,0.7463,1.0,1.0,1.0,1.0,0.0,0.0
895.png,True,0.8833,0,70,256,153,83,256,96,256,0.9489,0.9108,0.9803,0.9864,0.9903,1.69,351.56,2762.34,0.9895,0.9792,0.8308,0.7105,1.0,1.0,0.8733,0.7751,1.0,1.0,1.0,1.0
1016.png,True,0.8697,0,113,256,204,91,256,96,256,0.8423,0.8337,0.9653,0.9942,0.9942,1.9,356.66,1984.52,0.9823,0.9653,0.0713,0.0369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1657.png,False,0.8384,0,105,256,169,64,256,64,256,0.905,0.853,0.9741,0.9605,0.9842,1.58,186.74,2765.6,0.9863,0.9729,0.8116,0.6829,1.0,1.0,1.0,1.0,0.632,0.462,1.0,1.0
1343.png,True,0.9211,0,133,256,210,77,256,96,256,0.8224,0.7433,0.9683,0.8589,0.9633,1.6,265.13,1505.12,0.9843,0.969,0.7883,0.6506,0.4582,0.2972,1.0,1.0,0.7036,0.5428,1.0,1.0
96.png,True,0.7897,0,87,256,184,97,256,128,256,0.6986,0.6114,0.9313,0.8047,0.9859,1.43,295.63,1550.69,0.958,0.9194,0.7512,0.6016,0.7272,0.5713,0.8108,0.6818,0.9442,0.8943,0.0,0.0
1003.png,True,0.8712,0,67,256,146,79,256,96,256,0.5914,0.5434,0.9773,0.7881,0.9677,2.09,268.72,1639.3,0.9881,0.9764,0.734,0.5797,0.0,0.0,0.8265,0.7044,0.0,0.0,1.0,1.0
1325.png,False,0.9289,0,84,256,148,64,256,64,256,0.9418,0.9003,0.9791,0.9904,0.994,1.43,173.03,2332.4,0.9888,0.9778,0.8024,0.67,0.8598,0.7541,1.0,1.0,1.0,1.0,1.0,1.0
337.png,True,0.8199,0,24,256,155,131,256,160,256,0.9021,0.8418,0.9768,0.9095,0.9882,1.9,515.42,2829.25,0.9875,0.9754,0.8157,0.6888,1.0,1.0,0.9351,0.8782,0.674,0.5083,1.0,1.0
516.png,True,0.7401,0,28,256,131,103,256,128,256,0.7926,0.6961,0.9578,0.873,0.972,1.45,289.44,1825.41,0.9775,0.956,0.69,0.5268,0.4263,0.2709,0.8534,0.7444,0.8085,0.6786,1.0,1.0
203.png,True,0.83,0,52,256,131,79,256,96,256,0.4934,0.3821,0.9622,0.9393,0.9827,1.39,225.13,1497.9,0.9805,0.9617,0.0,0.0,0.4885,0.3232,0.5435,0.3731,0.3636,0.2222,0.5841,0.4125
2941.png,True,0.8315,0,72,256,179,107,256,128,256,0.6805,0.6254,0.9747,0.6868,0.9857,1.44,286.71,2497.09,0.9851,0.9706,0.7575,0.6097,1.0,1.0,0.0,0.0,0.9725,0.9465,0.3681,0.2256
2145.png,True,0.8254,0,94,256,205,111,256,128,256,0.894,0.8475,0.9767,0.9643,0.9871,1.53,287.9,2706.39,0.9877,0.9758,0.5052,0.3379,0.871,0.7715,1.0,1.0,1.0,1.0,1.0,1.0
2066.png,True,0.847,0,79,256,197,118,256,128,256,0.6424,0.5693,0.9316,0.8121,0.9838,1.57,445.08,3004.12,0.9605,0.924,0.0,0.0,0.8399,0.724,0.8731,0.7748,0.2692,0.1556,0.9116,0.8375
503.png,True,0.7902,0,23,256,136,113,256,128,256,0.933,0.8822,0.9729,0.9816,0.9915,1.87,430.39,1727.81,0.9845,0.9695,0.8151,0.6879,1.0,1.0,0.8734,0.7752,0.925,0.8605,1.0,1.0
2769.png,True,0.8427,0,92,256,165,73,256,96,256,0.9237,0.8685,0.9635,0.9638,0.9843,1.48,218.62,2679.12,0.9784,0.9578,0.8101,0.6808,1.0,1.0,0.8134,0.6855,0.94,0.8869,1.0,1.0
1765.png,True,0.846,0,110,256,188,78,256,96,256,0.822,0.7285,0.838,0.8875,0.9456,1.5,237.39,1468.82,0.8846,0.7931,1.0,1.0,0.5695,0.3982,0.6744,0.5088,0.8032,0.6711,1.0,1.0
2888.png,True,0.6988,0,38,256,190,152,256,160,256,0.5803,0.4867,0.9556,0.7544,0.9877,1.48,356.27,1828.99,0.9759,0.9529,0.8116,0.6829,0.3508,0.2127,0.4862,0.3211,0.8575,0.7505,0.0,0.0
1719.png,False,0.7598,0,130,256,194,64,256,64,256,0.8641,0.7858,0.9596,0.9291,0.9763,1.43,161.83,1396.15,0.9777,0.9563,0.7529,0.6037,1.0,1.0,0.8092,0.6795,0.6446,0.4756,1.0,1.0
1690.png,True,0.8766,0,118,256,221,103,256,128,256,0.916,0.8565,0.9731,0.973,0.9907,1.56,307.74,2065.74,0.9852,0.9709,0.7675,0.6228,0.87,0.7699,1.0,1.0,0.8734,0.7753,1.0,1.0
1076.png,True,0.8801,0,64,256,230,166,256,192,256,0.793,0.7677,0.9888,0.9773,0.9773,1.48,456.77,1872.82,0.9943,0.9886,0.7634,0.6174,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
