fname,detected,roi_confidence,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
2814.png,True,0.3352,0,44,254,90,74,256,96,256,0.7543,0.6522,0.9417,0.7556,0.965,35.64,226.94,1641.43,0.9711,0.9438,0.5271,0.3579,0.8504,0.7397,0.427,0.2714,0.7505,0.6006,1.0,1.0
658.png,True,0.0518,0,102,234,186,134,256,160,256,0.7379,0.6721,0.9875,0.7378,0.9268,60.84,529.15,2202.7,0.9937,0.9874,0.6185,0.4477,0.6962,0.534,1.0,1.0,0.119,0.0633,1.0,1.0
726.png,True,0.0861,0,46,256,120,118,256,128,256,0.9766,0.9586,0.9906,0.9844,0.9844,51.71,449.78,1577.56,0.9951,0.9903,0.8644,0.7612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
864.png,True,0.1953,0,110,256,142,52,256,64,256,0.6369,0.6115,0.9216,0.6333,0.88,37.2,181.41,1403.1,0.9579,0.9192,0.8537,0.7448,1.0,1.0,1.0,1.0,0.0097,0.0049,0.0,0.0
1086.png,True,0.0669,0,80,242,206,202,256,224,256,0.9048,0.8404,0.9892,0.9,0.971,38.44,514.98,2438.62,0.9948,0.9896,0.7838,0.6445,0.7873,0.6492,0.8631,0.7591,1.0,1.0,1.0,1.0
545.png,True,0.4985,0,124,256,158,54,256,64,256,0.9221,0.8674,0.9243,0.8986,0.9573,35.5,159.24,1225.6,0.9505,0.9056,0.869,0.7683,1.0,1.0,0.7479,0.5974,0.9653,0.9329,1.0,1.0
1488.png,True,0.1542,0,122,256,160,60,256,64,256,0.8679,0.8222,0.9786,0.8543,0.9776,35.85,166.65,1231.47,0.9886,0.9774,0.8377,0.7207,1.0,1.0,1.0,1.0,0.381,0.2353,1.0,1.0
2325.png,True,0.2433,0,144,256,190,74,256,96,256,0.6094,0.5176,0.923,0.6235,0.94,40.31,257.61,1143.5,0.969,0.9399,0.4711,0.3081,0.5702,0.3988,0.6126,0.4415,0.0336,0.0171,1.0,1.0
853.png,True,0.2864,0,90,256,152,100,256,128,256,0.9172,0.852,0.965,0.9506,0.9881,38.13,293.86,1409.75,0.9811,0.9629,0.8948,0.8097,0.9065,0.829,1.0,1.0,0.8716,0.7724,0.8491,0.7378
2684.png,True,0.1549,0,88,256,132,70,256,96,256,0.915,0.8583,0.978,0.8995,0.9572,55.84,343.55,1602.32,0.9883,0.9769,0.7095,0.5498,1.0,1.0,0.888,0.7986,0.9039,0.8246,1.0,1.0
666.png,True,0.0979,0,102,216,180,124,238,128,256,0.6026,0.56,0.9748,0.9586,0.979,58.8,415.85,1776.51,0.9867,0.9738,0.7439,0.5923,0.885,0.7938,0.0,0.0,0.0,0.0,1.0,1.0
58.png,True,0.232,0,98,256,168,112,256,128,256,0.9463,0.9025,0.9784,0.961,0.9861,35.02,285.44,1575.83,0.9878,0.9759,0.8715,0.7723,1.0,1.0,0.9073,0.8304,0.9109,0.8364,1.0,1.0
1388.png,True,0.0393,0,56,184,124,108,202,128,224,0.9215,0.874,0.9883,0.9492,0.9732,34.55,308.55,1435.4,0.994,0.9881,0.6976,0.5356,1.0,1.0,0.8372,0.72,1.0,1.0,1.0,1.0
848.png,True,0.2249,0,94,256,156,100,256,128,256,0.6671,0.5719,0.9475,0.8816,0.9661,37.86,291.06,1289.19,0.9745,0.9503,0.9064,0.8288,0.7703,0.6264,0.0,0.0,0.619,0.4482,0.7325,0.5779
2913.png,True,0.2462,0,122,226,170,76,249,96,256,0.8677,0.7912,0.9614,0.8917,0.9779,35.98,220.2,1197.84,0.9795,0.9599,0.6364,0.4667,0.8142,0.6866,0.7761,0.6341,1.0,1.0,1.0,1.0
2692.png,True,0.2118,0,134,256,176,68,256,96,256,0.8361,0.7408,0.9515,0.8449,0.948,185.57,877.27,68836.12,0.9751,0.9514,0.6111,0.44,0.7697,0.6256,0.7731,0.6301,1.0,1.0,0.8875,0.7978
2934.png,True,0.4172,0,76,232,152,122,255,128,256,0.8263,0.7416,0.9517,0.8344,0.9845,55.82,451.36,23470.07,0.9703,0.9424,0.838,0.7212,0.4401,0.2821,1.0,1.0,0.9185,0.8492,0.7912,0.6546
2317.png,True,0.2455,0,144,256,188,70,256,96,256,0.6416,0.572,0.9181,0.6089,0.9281,53.98,351.92,859.96,0.9526,0.9094,0.3,0.1765,0.0,0.0,0.8838,0.7918,0.7134,0.5545,1.0,1.0
889.png,True,0.3534,0,104,256,136,52,256,64,256,0.7132,0.6182,0.9301,0.6497,0.9372,65.66,242.63,793.85,0.9598,0.9227,0.5576,0.3865,0.4332,0.2765,0.9355,0.8788,0.3929,0.2444,1.0,1.0
634.png,True,0.2874,0,118,256,184,106,256,128,256,0.7275,0.6215,0.9249,0.8224,0.9468,54.71,435.46,1369.46,0.9582,0.9197,0.5198,0.3512,0.839,0.7227,0.6667,0.5,0.3813,0.2355,1.0,1.0
458.png,True,0.0721,0,58,254,120,100,256,128,256,0.939,0.8964,0.9897,0.9469,0.9638,36.23,290.6,993.98,0.9947,0.9895,0.8329,0.7137,1.0,1.0,0.8062,0.6754,1.0,1.0,1.0,1.0
2449.png,True,0.2067,0,116,256,160,70,256,96,256,0.7488,0.6504,0.957,0.7025,0.9523,37.22,231.62,747.36,0.9781,0.9571,0.356,0.2166,0.5511,0.3803,0.8483,0.7366,0.7593,0.612,1.0,1.0
276.png,True,0.2796,0,98,256,126,44,256,64,256,0.792,0.7415,0.9321,0.7762,0.924,36.76,172.1,996.95,0.9619,0.9266,0.132,0.0706,1.0,1.0,0.9486,0.9023,0.7093,0.5495,1.0,1.0
1871.png,True,0.5874,36,162,214,184,36,214,64,224,0.4635,0.4226,0.827,0.6537,0.9415,35.18,164.02,659.15,0.9116,0.8375,1.0,1.0,0.7947,0.6593,0.0,0.0,0.0745,0.0387,0.0,0.0
2087.png,True,0.2745,0,66,256,152,138,256,160,256,0.7177,0.6487,0.9375,0.9248,0.9735,35.32,342.94,1050.11,0.9637,0.9299,0.7669,0.6219,0.0,0.0,1.0,1.0,0.9216,0.8546,0.6539,0.4857
2419.png,True,0.2101,0,132,256,166,54,256,64,256,0.9192,0.8602,0.9709,0.9525,0.9806,36.0,161.09,765.28,0.984,0.9685,0.8389,0.7225,1.0,1.0,0.8086,0.6787,0.8836,0.7915,1.0,1.0
1663.png,True,0.1612,0,122,210,160,60,231,64,256,0.9152,0.8672,0.9762,0.9199,0.9666,34.71,162.31,662.81,0.9874,0.9751,0.8582,0.7516,1.0,1.0,1.0,1.0,0.6455,0.4766,1.0,1.0
885.png,True,0.3713,0,102,256,134,52,256,64,256,0.8845,0.8186,0.9575,0.8452,0.9724,35.76,159.91,1033.62,0.9741,0.9495,0.6817,0.5171,1.0,1.0,0.9502,0.9051,0.7011,0.5398,1.0,1.0
1745.png,True,0.3761,0,126,256,178,84,256,96,256,0.6264,0.5347,0.9228,0.7592,0.9531,39.31,219.91,932.53,0.9549,0.9138,0.7773,0.6357,0.8491,0.7378,0.0,0.0,0.8318,0.7121,0.3454,0.2087
971.png,True,0.2718,0,154,256,182,44,256,64,256,0.7609,0.7004,0.9283,0.7369,0.9179,47.25,196.21,973.92,0.9601,0.9232,0.2055,0.1145,1.0,1.0,0.9168,0.8464,0.4831,0.3185,1.0,1.0
589.png,True,0.1856,88,152,256,184,52,185,64,192,0.8118,0.7942,0.9742,0.8182,0.9495,37.17,151.04,638.86,0.9863,0.973,0.8842,0.7925,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2947.png,True,0.1451,0,112,254,188,122,256,128,256,0.7934,0.6988,0.9704,0.8107,0.9697,36.85,386.57,841.67,0.9841,0.9688,0.8086,0.6787,0.5956,0.4241,0.8924,0.8057,1.0,1.0,0.48,0.3158
185.png,True,0.1857,0,54,200,112,92,220,96,224,0.6987,0.6133,0.9668,0.7945,0.984,51.12,308.6,1101.68,0.9818,0.9643,0.8796,0.7851,0.6841,0.5198,0.0,0.0,0.8889,0.8,0.7581,0.6104
2764.png,True,0.3459,0,106,256,160,86,256,96,256,0.893,0.8262,0.9446,0.8972,0.9638,52.54,317.54,869.55,0.9662,0.9347,0.6544,0.4864,1.0,1.0,0.857,0.7497,0.8806,0.7867,1.0,1.0
2841.png,True,0.2516,0,96,168,144,76,185,96,192,0.4938,0.4576,0.8942,0.6822,0.9438,66.71,318.66,847.46,0.9706,0.9429,0.0,0.0,0.0,0.0,0.8355,0.7174,0.157,0.0852,1.0,1.0
2617.png,True,0.2333,0,148,256,214,106,256,128,256,0.5071,0.4111,0.8934,0.5672,0.9284,54.71,422.8,1216.08,0.9623,0.9274,0.823,0.6992,0.4615,0.2999,0.189,0.1044,0.0,0.0,0.6071,0.4359
641.png,True,0.1512,0,140,102,162,36,112,64,128,0.8204,0.7668,0.9663,0.7834,0.8741,58.19,181.35,1063.07,0.9827,0.9659,0.3352,0.2013,1.0,1.0,0.6047,0.4333,1.0,1.0,1.0,1.0
2360.png,True,0.2008,0,118,256,186,108,256,128,256,0.8424,0.7867,0.98,0.827,0.9845,55.62,419.6,1054.54,0.9889,0.9781,0.7888,0.6512,1.0,1.0,0.9417,0.8899,0.3351,0.2013,1.0,1.0
2694.png,True,0.2219,0,134,256,178,70,256,96,256,0.7468,0.6342,0.9246,0.7638,0.9183,54.74,335.96,892.2,0.9618,0.9264,0.4902,0.3247,0.5779,0.4064,0.6545,0.4864,1.0,1.0,0.7962,0.6615
551.png,True,0.5406,0,124,256,162,60,256,64,256,0.9405,0.8941,0.9335,0.925,0.9708,54.74,239.87,1031.46,0.951,0.9065,0.8768,0.7807,1.0,1.0,0.8373,0.7201,0.9782,0.9573,1.0,1.0
1162.png,True,0.0694,0,134,256,204,112,256,128,256,0.9199,0.8622,0.9919,0.935,0.9757,54.22,439.28,954.16,0.9959,0.9919,0.881,0.7873,0.8036,0.6717,0.8387,0.7222,1.0,1.0,1.0,1.0
1640.png,True,0.3847,0,110,256,160,80,256,96,256,0.9311,0.8796,0.9566,0.9381,0.9735,37.32,237.36,696.59,0.9735,0.9483,0.7956,0.6606,1.0,1.0,0.8753,0.7783,0.9421,0.8906,1.0,1.0
74.png,True,0.0995,0,60,256,102,68,256,96,256,0.6456,0.607,0.9727,0.6698,0.9003,35.16,223.75,786.98,0.9864,0.9733,0.1449,0.0781,1.0,1.0,0.0,0.0,0.7424,0.5904,1.0,1.0
6.png,True,0.0556,10,8,250,118,151,256,160,256,0.8269,0.7431,0.9832,0.905,0.9848,35.91,358.96,1085.82,0.9922,0.9845,0.6285,0.4583,0.6033,0.432,1.0,1.0,0.7373,0.5839,1.0,1.0
344.png,True,0.1322,0,68,256,118,80,256,96,256,0.6701,0.6245,0.9647,0.9095,0.9405,38.24,220.07,737.43,0.9818,0.9642,0.2667,0.1538,0.7724,0.6292,1.0,1.0,0.0,0.0,1.0,1.0
760.png,True,0.1105,0,112,256,164,84,256,96,256,0.7704,0.7273,0.9853,0.7954,0.9742,36.64,226.75,735.96,0.9923,0.9847,0.8527,0.7432,1.0,1.0,0.7776,0.6361,0.0,0.0,1.0,1.0
278.png,True,0.2284,0,98,256,124,42,256,64,256,0.8521,0.8009,0.9314,0.8453,0.8844,53.07,155.96,904.4,0.9634,0.9294,0.3534,0.2146,1.0,1.0,0.7961,0.6612,1.0,1.0,1.0,1.0
532.png,True,0.0668,0,106,256,166,96,256,96,256,0.9134,0.8642,0.9813,0.9252,0.9384,35.86,232.59,702.61,0.9905,0.9811,0.6537,0.4856,1.0,1.0,0.8364,0.7188,1.0,1.0,1.0,1.0
871.png,True,0.2034,0,108,256,142,54,256,64,256,0.3981,0.3498,0.9295,0.5373,0.9162,36.74,161.54,676.54,0.9611,0.9252,0.8965,0.8124,0.0,0.0,0.0,0.0,0.5307,0.3612,0.0,0.0
2081.png,True,0.2907,0,80,246,174,150,256,160,256,0.6543,0.5641,0.946,0.8711,0.9828,34.77,369.88,913.22,0.9728,0.947,0.4585,0.2974,0.8354,0.7174,0.8754,0.7783,0.0,0.0,0.7841,0.6448
468.png,True,0.0434,18,48,224,172,198,245,224,256,0.9275,0.8981,0.9904,0.942,0.942,35.54,523.03,939.01,0.9951,0.9903,0.5699,0.3985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
873.png,True,0.1824,0,98,256,132,54,256,64,256,0.9657,0.9417,0.9721,0.9623,0.9623,34.54,180.68,840.87,0.985,0.9704,0.8095,0.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289.png,True,0.0511,0,50,256,178,204,256,224,256,0.8965,0.8289,0.9878,0.8782,0.9566,34.87,530.79,1094.67,0.9937,0.9875,0.75,0.6,0.7844,0.6452,0.8511,0.7407,1.0,1.0,1.0,1.0
2572.png,True,0.1,0,74,256,146,116,256,128,256,0.9677,0.941,0.9911,0.97,0.9856,55.77,440.04,956.33,0.9954,0.9908,0.8895,0.801,1.0,1.0,1.0,1.0,0.9215,0.8545,1.0,1.0
1013.png,True,0.0389,0,108,204,192,134,224,160,224,0.6259,0.6003,0.9865,0.7938,0.9367,51.47,525.14,1117.25,0.9931,0.9864,0.0,0.0,0.0,0.0,1.0,1.0,0.7621,0.6157,1.0,1.0
648.png,True,0.2671,0,126,256,192,106,256,128,256,0.5966,0.4891,0.9113,0.6816,0.9413,59.76,444.64,1204.2,0.956,0.9157,0.7682,0.6237,0.6521,0.4838,0.3662,0.2241,0.0346,0.0176,0.8023,0.6698
775.png,True,0.3581,0,108,256,156,76,256,96,256,0.8649,0.7784,0.9436,0.89,0.9795,55.21,348.13,980.05,0.9718,0.9451,0.8528,0.7434,0.755,0.6064,0.9141,0.8418,0.6957,0.5334,1.0,1.0
164.png,True,0.4412,84,82,174,164,132,108,160,128,0.6378,0.5577,0.8786,0.9204,0.9701,54.23,360.06,903.32,0.9286,0.8667,1.0,1.0,0.5367,0.3668,0.0,0.0,0.4674,0.305,0.8938,0.808
2162.png,True,0.1546,0,84,234,166,132,256,160,256,0.6097,0.5253,0.9709,0.8851,0.9665,53.48,540.52,1114.51,0.9845,0.9695,0.2456,0.14,0.8265,0.7043,0.8331,0.7139,0.7687,0.6243,0.0,0.0
627.png,True,0.3236,0,98,256,192,150,256,160,256,0.8439,0.7428,0.9462,0.8665,0.9759,35.29,357.48,1213.23,0.9686,0.9391,0.8,0.6667,0.8924,0.8056,0.9129,0.8397,0.6481,0.4795,0.8414,0.7262
887.png,True,0.3348,0,102,256,136,54,256,64,256,0.7275,0.6632,0.9598,0.8671,0.9735,42.87,176.75,1036.11,0.9761,0.9533,0.6578,0.4901,0.0,0.0,0.9274,0.8646,0.8034,0.6715,1.0,1.0
1356.png,True,0.283,0,78,256,144,106,256,128,256,0.8889,0.8185,0.9718,0.898,0.9876,40.06,328.14,1089.65,0.9866,0.9735,0.8482,0.7364,0.9216,0.8546,0.9284,0.8664,0.6487,0.4801,1.0,1.0
257.png,True,0.032,74,40,256,190,235,200,256,224,0.8912,0.8668,0.9851,0.9862,0.9862,39.23,636.4,1188.91,0.9925,0.9851,0.3549,0.2157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1491.png,True,0.1276,0,96,256,148,84,256,96,256,0.9487,0.9125,0.9832,0.9802,0.9885,37.39,261.61,802.36,0.9911,0.9824,0.7808,0.6404,1.0,1.0,1.0,1.0,0.9203,0.8523,1.0,1.0
1223.png,True,0.0214,0,68,256,130,100,256,128,256,0.8537,0.8011,0.9944,0.8541,0.9564,37.7,330.08,922.16,0.9972,0.9944,0.711,0.5516,1.0,1.0,1.0,1.0,0.4138,0.2609,1.0,1.0
1579.png,True,0.1986,0,78,256,136,92,256,96,256,0.903,0.838,0.9689,0.8939,0.9659,38.35,255.22,830.47,0.983,0.9665,0.7421,0.5899,1.0,1.0,0.8849,0.7935,0.8083,0.6783,1.0,1.0
239.png,True,0.3308,0,88,256,162,118,256,128,256,0.9172,0.8566,0.949,0.9151,0.9628,39.5,330.0,1140.78,0.969,0.9399,0.8323,0.7128,1.0,1.0,0.8991,0.8166,0.8027,0.6704,1.0,1.0
1619.png,True,0.0288,2,54,246,194,224,256,224,256,0.9023,0.8487,0.9921,0.9961,0.9968,41.99,554.57,1306.6,0.996,0.992,0.6775,0.5123,0.7405,0.588,1.0,1.0,1.0,1.0,1.0,1.0
2319.png,True,0.26,0,146,256,188,68,256,96,256,0.8799,0.8379,0.9569,0.8744,0.9683,36.19,230.29,632.41,0.9754,0.952,0.4,0.25,1.0,1.0,0.9042,0.8252,1.0,1.0,1.0,1.0
2678.png,True,0.1932,0,88,256,136,76,256,96,256,0.8767,0.814,0.9753,0.87,0.976,52.61,328.11,985.4,0.9865,0.9734,0.8377,0.7208,1.0,1.0,0.9069,0.8297,0.5292,0.3598,1.0,1.0
1551.png,True,0.2248,0,114,256,148,54,256,64,256,0.726,0.6545,0.9548,0.7579,0.9606,53.0,234.0,832.55,0.9774,0.9559,0.801,0.6681,0.8058,0.6747,0.7716,0.6281,0.0,0.0,1.0,1.0
931.png,True,0.2355,116,148,256,176,44,154,64,160,0.6346,0.5747,0.8735,0.7674,0.8751,53.44,193.49,693.95,0.9318,0.8722,0.5581,0.3871,0.3174,0.1887,1.0,1.0,0.0,0.0,1.0,1.0
2346.png,True,0.214,0,92,256,176,134,256,160,256,0.7465,0.6862,0.9737,0.7611,0.9832,49.02,539.82,1135.5,0.9866,0.9735,0.7948,0.6594,0.911,0.8366,0.7864,0.6479,0.0,0.0,1.0,1.0
1300.png,True,0.174,0,162,144,180,28,158,32,160,0.7829,0.7355,0.9324,0.8077,0.9014,34.52,103.72,556.08,0.972,0.9456,1.0,1.0,0.1988,0.1103,1.0,1.0,0.5263,0.3571,1.0,1.0
2264.png,True,0.0673,0,32,240,132,160,256,160,256,0.7754,0.7345,0.9865,0.9846,0.9922,35.83,344.05,778.71,0.9931,0.9863,0.7941,0.6586,0.8651,0.7623,0.0,0.0,1.0,1.0,1.0,1.0
194.png,True,0.0955,0,60,170,108,76,187,96,192,0.7851,0.6781,0.9637,0.8753,0.9581,34.14,203.22,791.04,0.9817,0.9641,0.7927,0.6567,0.733,0.5786,1.0,1.0,0.5227,0.3538,0.6805,0.5157
1309.png,True,0.1603,18,84,242,136,84,256,96,256,0.8902,0.8186,0.9701,0.898,0.9686,37.06,240.88,708.27,0.9853,0.971,0.8154,0.6884,0.7756,0.6335,1.0,1.0,0.7647,0.619,1.0,1.0
2968.png,True,0.0779,0,84,216,164,128,238,128,256,0.783,0.7455,0.9885,0.7903,0.9718,34.49,289.72,807.56,0.9941,0.9882,0.8325,0.7131,0.8713,0.7719,1.0,1.0,1.0,1.0,0.0,0.0
895.png,True,0.1943,0,100,256,134,54,256,64,256,0.9608,0.9307,0.9775,0.9679,0.979,35.38,155.29,838.66,0.9877,0.9756,0.8313,0.7113,1.0,1.0,0.9458,0.8972,1.0,1.0,1.0,1.0
1016.png,True,0.0335,0,102,208,180,124,229,128,256,0.6664,0.6661,0.9964,0.9994,0.9994,37.17,283.57,735.17,0.9982,0.9964,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1657.png,True,0.1593,0,122,174,156,54,191,64,192,0.7532,0.7034,0.9698,0.9344,0.9683,35.47,171.67,602.73,0.9839,0.9684,0.8211,0.6964,1.0,1.0,0.0,0.0,0.7143,0.5556,1.0,1.0
1343.png,True,0.0748,0,132,256,190,92,256,96,256,0.8028,0.7358,0.9822,0.7605,0.9389,36.1,236.98,1012.64,0.9908,0.9817,0.8986,0.8159,0.3534,0.2146,1.0,1.0,0.5741,0.4027,1.0,1.0
96.png,True,0.3522,0,108,246,168,96,256,96,256,0.715,0.6364,0.9488,0.7619,0.9759,36.37,234.99,824.28,0.9706,0.9428,0.733,0.5785,0.7579,0.6102,0.8856,0.7947,0.9429,0.892,0.0,0.0
1003.png,True,0.0921,0,78,256,124,74,256,96,256,0.5988,0.5334,0.9749,0.7323,0.9423,39.43,249.83,826.56,0.9881,0.9764,0.7368,0.5833,0.0,0.0,0.7172,0.559,0.1509,0.0816,1.0,1.0
1325.png,True,0.0962,24,78,256,136,92,255,96,256,0.9239,0.8753,0.9827,0.9299,0.9606,39.24,240.59,815.62,0.991,0.9822,0.7546,0.6059,0.798,0.6639,1.0,1.0,1.0,1.0,1.0,1.0
337.png,True,0.2329,0,76,256,136,96,256,96,256,0.8488,0.7811,0.9651,0.8106,0.9741,35.5,243.3,767.72,0.981,0.9627,0.6237,0.4532,1.0,1.0,0.9478,0.9007,0.5403,0.3701,1.0,1.0
516.png,True,0.2696,0,70,256,114,70,256,96,256,0.7262,0.629,0.9368,0.7049,0.9413,54.44,334.81,834.92,0.9644,0.9313,0.5144,0.3463,0.2997,0.1762,0.8738,0.7759,0.705,0.5444,1.0,1.0
203.png,True,0.3019,130,80,194,96,26,76,32,96,0.4005,0.3634,0.8598,0.4076,0.8601,52.33,121.1,750.94,0.9322,0.8729,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4706,0.3077
2941.png,True,0.2629,0,98,256,166,108,256,128,256,0.8757,0.8017,0.9825,0.8985,0.992,51.22,409.26,987.76,0.9897,0.9796,0.8046,0.6731,1.0,1.0,0.8521,0.7423,0.9763,0.9537,0.6316,0.4615
2145.png,True,0.058,0,74,248,168,150,256,160,256,0.9152,0.8731,0.9858,0.9697,0.9848,55.63,502.32,1244.04,0.9926,0.9853,0.5865,0.415,0.9121,0.8383,1.0,1.0,1.0,1.0,1.0,1.0
2066.png,True,0.2731,0,70,254,176,170,256,192,256,0.6148,0.5731,0.9592,0.7978,0.9871,35.32,448.17,1058.8,0.9799,0.9606,0.0,0.0,0.8715,0.7722,0.875,0.7778,0.0,0.0,0.9625,0.9278
503.png,True,0.2861,0,60,256,118,92,256,96,256,0.9364,0.8891,0.9737,0.959,0.9873,36.05,218.33,911.6,0.9846,0.9697,0.7854,0.6467,1.0,1.0,0.912,0.8383,0.9363,0.8803,1.0,1.0
2769.png,True,0.2331,0,104,256,158,86,256,96,256,0.9318,0.8824,0.9743,0.9423,0.9808,41.96,223.18,799.18,0.9853,0.9711,0.7683,0.6238,1.0,1.0,0.9042,0.8252,0.933,0.8745,1.0,1.0
1765.png,True,0.3969,8,122,256,196,118,256,128,256,0.8263,0.7366,0.8774,0.7912,0.9232,35.74,283.82,801.11,0.9257,0.8618,1.0,1.0,0.566,0.3947,0.7875,0.6495,0.6785,0.5134,1.0,1.0
2888.png,True,0.2336,0,84,242,152,108,256,128,256,0.5646,0.4729,0.9461,0.6042,0.9637,43.43,292.0,926.59,0.9712,0.944,0.8287,0.7075,0.2921,0.171,0.4626,0.3009,0.833,0.7138,0.0,0.0
1719.png,True,0.1729,0,136,230,186,80,253,96,256,0.9022,0.8375,0.9787,0.9428,0.9911,34.78,237.7,844.38,0.9885,0.9772,0.804,0.6722,1.0,1.0,0.8848,0.7935,0.7358,0.5821,1.0,1.0
1690.png,True,0.1704,0,146,256,204,92,256,96,256,0.666,0.5855,0.958,0.819,0.9531,35.47,221.67,789.49,0.9797,0.9602,0.7468,0.5959,0.7656,0.6202,0.0,0.0,0.5039,0.3368,1.0,1.0
1076.png,True,0.0506,0,82,220,198,186,242,192,256,0.9727,0.9528,0.9936,0.9844,0.9844,40.66,473.32,1189.12,0.9967,0.9935,0.8394,0.7232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2840.png,True,0.5067,90,94,174,144,80,100,96,128,0.6699,0.6298,0.8077,0.7214,0.9434,41.14,168.11,991.31,0.9535,0.9111,1.0,1.0,0.0,0.0,0.8583,0.7518,0.2078,0.1159,1.0,1.0
